HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Four Bedrooms,29.857007,-95.30886,-10609733.763287399,3485182.636975872,4745,77016,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,63302,63415,63407,63573,63733,64135,64488,65001,65428,65825,66217,66655,66894,66902,67024,67232,67557,67625,67759,67601,67451,67213,67249,67341,67919,68605,69251,69634,69755,69588,69507,69640,70133,70910,71130,71155,70664,70768,71068,71470,72035,72896,73512,73802,73723,73543,73697,73805,74296,74323,74276,74273,73910,73660,73293,73342,73172,73110,73194,73672,73818,73917,73684,73496,73627,73956,74522,74857,75572,76053,76526,76458,76456,76249,76189,76408,76609,76263,76096,76124,76463,76634,76432,76523,76743,77381,77912,78249,78621,79895,80814,81889,82432,83539,84955,86005,86753,87452,88998,90451,91852,92445,93399,93664,93763,93521,93408,94170,95220,96175,96243,96205,95915,95867,95156,95116,95205,95739,95606,95107,94635,94615,94946,95072,95569,95498,96458,96988,98227,98559,99345,99566,100081,99921,99657,99791,100039,100873,101215,101781,101725,101713,101550,101971,101735,101641,101124,100298,98635,96957,94840,93263,91699,91311,90882,90266,89606,88801,88183,87807,88275,88507,89263,88914,89198,88700,88694,88256,87952,87644,87514,87845,87226,87050,86152,86337,85570,84794,83810,82983,82565,82294,82430,81705,81763,81516,81671,81327,81504,81987,81861,82290,82388,82998,83086,83202,83440,83709,84670,84549,84062,83470,84270,85085,85767,85780,85896,86683,86968,86772,85952,86866,88293,89742,90115,90292,90508,90821,90865,90600,90762,92035,93279,93840,94152,94133,94401,94168,94335,94628,95867,97669,99269,99743,100127,100824,101444,102108,102129,102874,103922,104928,105385,104788,104249,104292,104565,104826,105249,106135,107723,108875,109173,109814,110140,111277,111929,112830,113867,114563,115247,115342,115858,116693,118154,119314,120692,121579,123096,124034,124658,124681,124770,125539,125933,126299,126664,127299,127861,128230,128991,130421,132453,135076,137113,138824,140585,142864,144514,145721,146913,148871,150316,151497,152380,153279,154717,156254,157895,159113,160766
Five Bedrooms And More,29.857007,-95.30886,-10609733.763287399,3485182.636975872,4745,77016,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,96218,95631,94773,93649,92802,92700,92358,92283,92309,92718,93224,93771,94184,94494,94947,95167,94796,94053,93772,93784,93856,93759,93787,93787,93955,94109,94812,95597,96961,97366,97916,97856,97736,97448,96818,96418,95982,96487,97072,97825,98746,99943,100656,100633,100479,99862,99831,99771,100405,100309,99683,98521,96894,95987,95502,95458,95530,96319,97080,97992,98069,98275,98413,98814,99371,99825,100311,101386,102407,103135,103738,103804,103874,103645,103277,103150,102825,102290,102042,101519,101736,101683,101544,101600,102241,103117,104148,104547,105337,106893,108002,109246,109622,110560,111945,112720,113043,113039,114213,116049,118075,118948,120041,120584,121146,121218,121012,122365,123983,125929,126844,127507,127268,126872,125722,125252,124873,125485,125245,124493,123752,124062,124399,124233,125058,125911,127756,128556,130260,130259,131580,132178,133414,132937,132066,131892,131361,131729,131734,133040,132686,132741,131966,132114,130754,129522,128755,127614,125680,123758,121697,119915,118580,118957,118597,117227,115838,115020,113979,113510,114121,114377,114650,113630,113642,112314,112284,111815,112012,111999,112764,112979,111884,110444,108984,109079,108147,107146,105757,105586,105555,105039,103444,101651,101332,101434,101662,100283,99525,99220,98708,98170,97548,98028,98841,99817,100014,100036,100321,101011,101376,101446,102037,103020,103682,103629,103823,104711,105712,105947,106292,107048,108091,108742,109420,109473,109697,109929,109614,108856,108481,109792,110754,111387,111697,112380,112596,112207,112503,113043,114650,116234,117689,117897,117500,117964,118196,118868,118755,119939,120567,120976,120772,120532,120429,120670,121712,122566,123935,124825,126558,127509,128252,129715,131061,132803,132804,132839,132436,131495,130581,130002,130775,131624,132770,133157,133798,134109,135732,137537,139738,141080,142539,144186,144667,145029,145357,146734,147216,147282,148350,149968,151600,154021,155957,158430,160888,164038,166125,167432,169605,172761,174766,176261,177705,179248,181221,182650,184505,185915,188218
Single-family Residences,29.857007,-95.30886,-10609733.763287399,3485182.636975872,4745,77016,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,57752,57772,57814,57974,58247,58432,58575,58630,58773,58804,58839,58999,58997,59024,58886,58843,58617,58658,58732,58906,58867,58938,59236,59327,59804,60090,60776,61163,61667,61938,62182,62423,62731,63308,63453,63716,63678,64264,64603,65170,65574,65923,66456,67086,68080,68597,69155,69576,70055,70196,70443,70499,70384,70264,70076,70046,69635,69543,70047,70806,71380,71492,71469,71578,71896,72485,72839,72996,73171,73495,73224,72632,72114,72010,71957,72428,72850,72837,72985,72995,73452,73287,73467,73474,73609,73891,74478,74672,74826,75704,76116,77051,77215,78076,78545,79494,80071,80460,80219,79975,79999,79824,80459,80410,80681,80758,81213,81773,82544,83548,84671,85400,85467,85420,84905,85110,85086,85275,84696,84448,84377,84386,84433,84417,85224,85751,86696,86911,87536,87897,89061,89515,89640,89140,88726,88918,88928,88830,88725,88990,89652,89692,89672,89255,89084,89064,89009,88426,86968,85865,84276,83033,81591,80894,80058,79569,79221,78990,78871,78763,79494,79595,79968,79705,79697,79240,78716,77725,76744,75376,74090,73380,72638,73098,72916,73343,72664,72006,71171,70720,69975,69395,68938,68466,68255,67394,66746,65298,64202,63671,63364,63423,63482,64088,64368,64086,63288,62349,62067,61831,61910,61763,62208,62591,62909,62926,63057,63517,63892,63952,63691,64269,65269,66390,66899,66961,67183,67091,67419,67790,68223,69042,69903,70543,70768,70363,70035,69932,70017,70513,70745,71269,72055,72849,73451,74012,74355,74859,75109,75571,76272,76839,77341,77185,76846,76873,77153,77479,77956,78915,80046,80789,81182,81844,82397,82948,83727,84674,85820,86777,87670,88470,89549,91048,92460,93535,94587,96351,98372,99608,100325,100400,100875,101191,102017,103007,104317,105167,106425,107322,108642,109703,111164,113392,115248,116966,117767,118962,120128,121839,123165,124549,125465,127113,128768,130301,132043,134133,136744,138954,141179
One Bedroom,29.629111,-95.43841,-10624155.203319669,3455964.0551783433,4874,77045,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59707,58796,58735,58199,58365,58386,58434,58309,58019,57859,57613,57518,57482,58313,58545,59338,59055,58951,58502,58586,58754,58797,59146,59716,60305,60376,60694,59956,59509,59302,60048,60923,62287,63850,64811,64833,64403,64554,64791,66102,67868,69793,71013,70774,70255,69209,69445,70455,72616,73349,73678,72387,71292,69106,67591,67680,67795,68766,67978,67526,65534,65028,64653,65325,65031,65363,65249,64957,63929,62383,61191,60383,61057,61506,62229,62383,62657,62419,61494,60352,60562,61630,63329,63705,63313,62618,61400,60280,59122,59014,59811,61013,61379,61021,59865,59314,58772,58376,58127,58762,60163,61204,62070,62291,61917,61064,61183,62369,63755,64687,65568,65722,65923,65826,66002,66465,67855,69764,71519,72697,74048,75468,76381,76560,76537,77250,78489,78970,79562,79861,79496,77811,76032,75130,75307,76370,77193,77523,76513,76265,75321,75378,75721,76900,77685,77977,78091,78598,78828,78626,78224,78326,79095,78783,78030,77688,78375,79399,80312,80639,81486,82095,83422,83845,84308,85596,87790,90336,91930,93760,95123,96721,97294,98830,100546,102508,104044,105322,106806,107461,108185,107544,107318,106827,108119,110022,112179,115278,118377,121307,122878,124580,126888,130329,133683,137213,139518,140574,140928,140418,140073,139674,139926
Two Bedrooms,29.629111,-95.43841,-10624155.203319669,3455964.0551783433,4874,77045,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,61061,60985,60944,60955,60895,60846,60699,60822,61192,61678,62188,62677,63034,63282,63197,63285,63464,63798,64141,64267,64379,64221,64080,63748,63642,63669,64287,64585,65062,65402,66072,66680,66666,66998,67250,67968,68660,69722,70787,71719,72338,72699,72850,72534,72632,72483,72659,72913,73388,73518,73330,72978,72738,72710,72786,73562,74242,75160,75897,76266,75889,75254,74624,74920,75371,76296,77108,77552,78116,78280,78458,78391,78779,79678,80629,81162,81120,80512,79970,79756,79378,79342,79208,79638,79808,79912,79713,79395,79269,79746,79934,79981,79782,79639,79560,79586,79796,79641,79949,80531,81901,82305,83074,83445,84483,85199,86085,86734,87794,89163,90173,90446,89905,89833,89526,89704,89694,89780,89630,89216,88884,88099,87824,88115,88854,89497,89879,90383,90548,90814,90431,90646,90913,91922,92024,91402,90333,89486,89070,88336,88114,87577,87945,87918,87334,85979,84918,84021,83445,82729,82452,82079,81301,80958,80680,80304,79624,79449,79481,80300,80959,81641,81921,82190,82493,82857,82987,82882,83108,83259,83610,83177,82967,82994,82903,82487,81659,80459,79463,79277,78689,77643,75944,74851,73096,71203,69402,68745,68845,69490,69625,69231,69110,69134,69806,70466,71892,73272,74754,75619,75938,75259,74785,74812,75278,76548,77666,78941,80012,80642,80963,80994,81475,82716,84254,85462,86365,86697,86773,86323,85928,86560,87442,88828,89854,90574,90897,90789,90996,91159,91704,92188,92506,92078,91795,91529,91588,91875,92091,92800,93714,94660,95270,95844,96067,96994,98164,98785,99118,98991,99940,100365,100232,100440,101142,102138,103680,104752,105340,105718,106282,107466,107969,109266,110184,110820,110900,111611,112679,113843,114781,116055,116780,117727,118761,120100,121868,122944,124556,125206,125615,125857,126653,128201,129150,129948,129832,129950,129964,131018,131616,132489,133252,134187,134921,134946,135726,136398,137898,138903,139880
Three Bedrooms,29.629111,-95.43841,-10624155.203319669,3455964.0551783433,4874,77045,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,62916,63160,63301,63476,63560,63594,63699,63750,63838,64030,64307,64698,64911,64899,64793,65073,65444,65853,66035,66388,66751,66982,67114,66970,67052,67168,67461,67372,67429,67553,67921,68097,68196,68307,68374,68570,68810,69323,69918,70576,71015,71390,71710,72132,72532,72849,73209,73800,74494,75029,75215,75332,75567,75952,76351,76722,77096,77564,78193,78738,78953,78917,78742,78943,79273,79626,79887,79871,80037,80216,80537,80660,80781,81037,81625,82104,82417,82681,83099,84057,84861,85544,85894,86348,87007,87536,87835,88068,88264,88780,89009,89273,89388,89704,89919,90181,90404,91075,92262,93609,95284,96221,97426,97963,98909,99605,100475,101325,102323,103237,103557,103359,102531,102224,101842,101892,101626,101561,101820,102098,102112,101867,101852,102181,102995,103378,103729,103904,104351,104796,104729,104516,104635,104714,104756,104509,104178,104425,104596,104949,105071,104797,104906,105173,105061,104348,103103,102176,101517,100369,99444,98465,97534,97056,96194,95282,94283,94200,94715,95276,95452,95793,96292,96689,96939,96799,96602,96447,96301,95878,95535,95310,95462,95274,94091,92195,90501,89159,88872,88378,88202,87452,86397,85347,83749,82527,81502,81644,82065,82674,82290,81937,81091,80538,80143,79375,78996,78692,79535,80195,80200,79532,78965,78970,79353,80564,81789,83328,84612,85368,85188,84563,84677,85591,86902,87630,88406,88650,88633,88326,88365,89286,90246,91531,92257,92510,92183,91852,91781,91619,91925,92482,92903,92721,93010,93512,94364,95165,96244,97620,98955,100156,100917,101264,101678,102421,103367,103715,103970,104322,105306,106072,106207,106702,107582,109196,110624,112142,112762,113494,113892,114729,115038,115556,116566,117535,118582,119392,120427,121060,121901,123071,124525,125554,126751,128110,129819,131141,132008,132162,132437,133002,134151,135076,135407,136047,136518,137326,137385,137683,138161,139318,140326,141317,141977,142674,143823,144911,146227,147226,148619
Four Bedrooms,29.629111,-95.43841,-10624155.203319669,3455964.0551783433,4874,77045,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,72718,72989,73168,73509,73570,73614,73649,73699,73548,73364,73269,73397,73441,73421,73304,73260,73487,73705,73877,74201,74740,75442,75986,76428,76810,76934,77017,77023,77286,77661,78190,78306,78466,78532,78773,78705,78926,79439,80321,81342,82147,82775,83262,84075,85042,85650,85937,86213,86659,87134,87461,87372,87435,87719,88153,88413,88609,89215,90241,90974,91323,91449,91680,92186,92467,92343,92369,92213,92303,92223,92424,93173,93972,94701,94915,95313,95676,96837,97678,99015,99741,100540,100737,101024,101325,101658,101814,101650,101693,101784,101959,101964,102091,102093,102224,101996,102184,102799,104441,106300,108296,109044,109981,110625,112028,113369,114230,115076,115324,115597,115023,114318,113171,112941,112470,112250,111417,110766,111086,111565,112296,112612,113183,113793,114666,115114,115733,116305,117180,118075,118148,118178,118442,118577,118591,118448,118328,118410,118086,117903,117406,116855,116877,116922,116416,115455,114463,113252,112053,110801,110336,109482,108563,107433,105957,104500,103019,102350,101781,101689,101439,101196,101101,101323,101640,101742,101827,101716,101980,102030,102243,102354,102620,102670,101564,99962,98654,97935,98020,97963,97513,96860,96069,95526,94551,93901,93190,93274,93226,93495,92306,91464,90597,90350,89721,89044,88543,88251,88622,89121,89514,89440,90035,90747,91840,92352,93718,94980,96772,97824,99156,99747,100620,101395,102780,103834,104560,105644,106026,106511,106692,107931,108924,109959,110951,111935,112368,112565,113613,114693,116428,117698,118995,119534,120167,121491,122306,123253,123827,125251,126245,126808,126818,126776,127030,127556,128181,128128,128261,128387,129399,130055,130297,130957,131850,133509,134352,135285,135314,135520,135741,136408,136859,137474,138411,139095,139600,139977,141247,142468,144059,145335,146959,148123,149316,150264,151480,152906,153711,153812,153575,153947,155008,156471,157190,158073,158662,159606,159914,160092,160973,162519,164103,165298,166060,166772,168006,169393,171171,172924,175127
Five Bedrooms And More,29.629111,-95.43841,-10624155.203319669,3455964.0551783433,4874,77045,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,80250,80456,80564,81312,81870,82605,82911,83915,84550,85195,85324,86082,86446,86732,86725,86185,85569,84843,85161,84989,85133,85046,85664,85438,85572,85752,86550,87321,88421,89171,89099,88164,87319,86956,86697,86610,86699,87087,87615,88342,89275,90046,90656,91183,92136,92742,93095,93031,93223,93631,94118,94191,94092,94356,95254,96072,96397,96713,97423,98191,98116,97524,96734,96684,96078,95397,94476,94564,94703,94522,94359,94493,95352,96092,96704,97039,97708,98454,99190,99321,99710,100171,100667,100800,101068,101276,101511,101326,101703,102532,103371,104075,104602,105761,106415,107064,107003,108016,109522,111688,113071,113177,113608,114224,115521,115788,115916,116261,116825,117148,116800,116583,116157,116386,115858,115480,114522,114139,114857,115466,116241,116282,117042,117566,118999,120553,122482,124488,126200,128230,128556,129424,130519,131984,132413,132573,131931,131623,130460,129353,128163,126722,126897,126650,125942,124454,123508,122401,121374,120033,120110,119525,118849,118435,117306,116418,114531,113479,112688,112409,112830,112423,112673,113328,114558,114430,114212,113520,114668,115401,115889,115744,115072,115493,114035,112714,111159,110870,111133,111682,111330,111047,110115,109727,108973,107771,106686,105226,104334,103956,102914,101843,100432,99944,99183,98598,97996,98162,99066,100650,102041,102422,103191,103938,105449,105915,107569,109510,111973,113997,115048,115852,115744,115919,116635,117091,117528,117887,118186,117552,117230,116724,117423,117337,118037,118741,118576,118842,119568,121169,122993,124984,126336,127720,128346,130196,131824,133824,135569,136908,137542,137690,137465,137329,137873,138291,139568,140397,141525,142166,143774,145772,147266,149031,150409,152531,153313,154400,153967,153718,153221,153742,153905,154469,155830,156799,157796,158050,159176,160261,162279,163617,165566,166667,168373,169153,169877,170923,171954,172781,173959,175389,177347,179426,180365,181106,181292,182080,182562,182694,183217,184320,185064,185712,185913,186537,187926,189886,192197,194629,197374
Condominium and Co-operative Homes,29.629111,-95.43841,-10624155.203319669,3455964.0551783433,4874,77045,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268706,269709,269512,270891,271783,272754,272226,272231,270603,268431,267093,269066,272043,273998,275467,274546,271209,265739,260431,255182,253448,253891,252906,246705,239072,231782,226616,222655,222886,225948,231932,237039,239684,239251,238493,238791,239474,239910,240225,240093,240143,239349,236915,233028,228650,225554,223964,223979,223926,226639,228667,230643,229687,228625,228307,229961,232001,235130,237084,238710,239905,239412,238687,238767,241364,244814,247773,248718,249696,249544,250372,251272,253419,255739,259609,262640,263738,263449,264084,267112,269796,272549,274667,277078,278608,280586,281243,282813,284890,288002,290886,292895,294478,296174,298286,301200,304402,306374,309443,310717,313540,315319,316203,316540,319605,323660,326868,326293,325733,325619,324760,325880,324791,324950,324310,324773,323121,320566,319019,319858,320522,321565,322659,321933,322265,322235,323808,324604,324953,325666,325046,324737,324675,325110,325694,325819,325975,325271,325371,325047,325766,325673,325898,325594,325796,325579,325688,326109,326872,326998,326030,325054,323729,324242,324984,325629,324333,322951,321918,321400,320548,320700,321151,322063,323040,323112,323250,323760,325680
Single-family Residences,29.629111,-95.43841,-10624155.203319669,3455964.0551783433,4874,77045,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,64954,65234,65390,65611,65705,65754,65842,65896,65970,66154,66394,66758,66947,66899,66760,66965,67321,67705,67910,68250,68605,68820,68981,68870,68979,69095,69379,69324,69375,69500,69840,69997,70086,70177,70214,70354,70544,71038,71647,72312,72777,73159,73502,73938,74384,74750,75148,75759,76454,76990,77169,77284,77529,77928,78338,78720,79093,79568,80221,80770,80979,80929,80767,80982,81292,81620,81851,81811,81951,82105,82426,82605,82793,83102,83666,84146,84472,84812,85298,86328,87168,87870,88188,88609,89230,89750,90060,90283,90500,90989,91209,91444,91573,91873,92100,92329,92593,93280,94556,95955,97680,98591,99787,100343,101317,102079,102941,103801,104709,105571,105781,105537,104662,104393,103985,103993,103695,103602,103920,104240,104369,104212,104282,104649,105494,105919,106358,106617,107106,107625,107612,107487,107629,107681,107735,107538,107232,107411,107508,107828,107916,107620,107748,108070,107982,107312,106100,105142,104420,103299,102466,101612,100778,100254,99215,98086,96977,96874,97326,97883,98085,98443,98902,99205,99381,99244,99165,99098,99021,98586,98290,98043,98128,97850,96591,94657,92978,91708,91501,91094,90911,90176,89132,88104,86645,85543,84633,84778,85168,85770,85288,84863,84061,83649,83318,82674,82294,82078,82879,83608,83692,83078,82618,82692,83104,84168,85289,86747,88106,88850,88840,88318,88508,89356,90627,91363,92089,92348,92335,92001,91918,92826,93802,95073,95824,96199,96012,95736,95782,95811,96389,97113,97675,97534,97794,98390,99230,100105,101134,102569,103865,104960,105622,105982,106488,107239,108189,108433,108682,108933,109915,110652,110883,111511,112414,114008,115248,116660,117100,117721,118008,118758,118984,119411,120271,121058,121913,122558,123588,124273,125233,126420,127924,129013,130273,131626,133288,134605,135388,135441,135511,135964,137023,137933,138211,138789,139214,139987,140069,140347,140949,142239,143426,144488,145197,145942,147169,148358,149776,150930,152486
One Bedroom,29.735529,-95.41405,-10621443.460523944,3469599.660216296,4908,77098,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95110,95721,95889,96395,96806,97303,98111,99661,100646,101661,102092,103474,104726,106098,106948,107550,107652,108137,108655,108231,108861,109020,110219,110681,111995,112203,113376,114941,118005,120326,121442,121920,121985,123375,124949,125148,123632,122966,123581,125143,125622,125761,126655,128330,129710,129614,128455,128253,129650,130563,130305,128560,127673,127627,127385,127287,126805,127107,127629,128396,128655,129565,130328,131874,132764,133226,133544,133442,134035,133875,133531,132759,131403,130350,129518,129730,129494,129517,129369,129437,129599,130343,131274,132050,134309,136544,138499,137778,137758,137463,137791,138020,138163,138687,139358,139952,139174,137738,137171,138430,139102,140167,141924,143804,145301,144858,144917,144601,144908,144373,143577,142788,142869,142764,141182,139661,138479,138927,138515,138311,137680,138176,138169,138198,138071,137927,138518,138666,138420,137356,136252,136203,136407,136431,136240,135503,134787,134492,134281,134753,135652,137057,139124,139830,140758,141950,144437,146761,148303,149129,150143,150360,150199,150294,150710,151143,151147,150722,149875,149306,149224,149460,149448,149345,149423,148728,147256,146666,146339,146606,146055,146275,146694,147542,147873,148875,149154,149912,150452,151169,152023,152919,155298,157529,159574,160416,161529,163055,165171,167331,170370,173808,177635,180275,181639,181781,182101,182930,184328,184809,186249,187988,189743,190919,191748,193569,195970,199400,202949,207036,210599,214797,218162,220894,223305,225173,226934,227619,227101,226872,227107,227326,226340,224911,224412,224634,224688,224897,225002,226382,228019,227590,225541,223623,224500,225390,224908,223927,223815,223255,222582,221421,220463,221817,222888,224606,224427,224812,224744,224354,223631,223310,223574,221862,221011,218152,218303,216836,216553,215607,216228,216788,216051,216009,215381,216937,218294,221910,223976,225959,226813,226998,226689,226266,227759,228285,228973,228913,228567,227012,225310,224317,223887,224071,223885
Two Bedrooms,29.735529,-95.41405,-10621443.460523944,3469599.660216296,4908,77098,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,247638,251332,255873,263414,271232,275877,278882,279260,281289,283863,286021,288351,290935,291434,287553,284044,280723,281099,280556,282480,281643,279586,275957,271378,265635,263371,262623,260082,255630,250931,249797,248306,246454,243956,242865,242259,241334,238350,237693,240097,241517,242639,242292,242952,242345,241526,240732,238520,238040,238141,238878,236625,235538,234240,233720,231552,230928,229774,230746,233216,235822,236708,235551,235121,235481,236653,238059,238992,239656,241067,241151,240997,240185,241068,242392,244554,246154,247835,248021,249181,250279,251868,252306,252127,251645,251062,250007,248797,247346,246502,246650,247811,248738,249078,250133,251475,253070,254825,257859,260192,262665,263373,264656,263626,263897,264110,264772,265463,265456,265902,265193,265386,264635,264607,263965,265303,265793,266057,266213,265954,267802,268665,270606,270750,271669,272406,273313,273902,274375,276083,277270,278605,278607,278429,277707,277368,276708,276829,276352,276017,275538,274436,273532,273201,272411,271705,270782,271062,271868,271563,272637,273558,275602,277254,277950,277816,277454,277677,277903,278091,279068,281187,282165,281774,279478,277368,277292,277922,279385,280476,282568,283137,281777,278684,276275,275083,275991,276867,277638,277246,275739,273476,269868,268581,267976,269728,270711,271614,271117,270486,268831,268309,268884,271243,274371,276692,279813,281750,284664,285913,287318,288896,292193,296332,300500,304443,309555,314487,319549,323566,327743,334394,341794,349904,355537,358901,362130,364956,367166,369682,370967,374238,376820,381573,385626,388861,391604,396119,400700,404442,407687,410070,413159,414896,415659,414389,412886,412221,411526,411050,410539,410624,409147,407413,405695,405194,406481,403668,401242,397789,398770,398672,397842,396947,396752,397114,396612,396023,394036,395435,396342,398243,398173,398602,398847,398431,399000,401020,404252,405697,406899,407505,409616,411162,412604,413172,415699,417682,417725,415617,413489,414446,416227,416892,415568,413774,410529,408627,406095,406072,406902,407899,408777,408499,408233,408763,410461,412951,417254,421273,425298
