HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Five Bedrooms And More,29.896156,-95.28687,-10607285.847684855,3490208.6371579785,15270,77050,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,83475,82892,82686,81936,81538,81146,81054,81313,81976,82356,82654,82950,83758,84355,84179,84123,83625,83960,84068,84040,83688,83863,84656,84675,84152,83777,84585,85393,86513,86071,85643,84974,84045,83371,81730,81704,80866,81725,82068,83245,83838,85067,85582,85456,85397,84567,84685,84379,85998,85885,85545,83551,81907,80233,79916,80139,80794,81245,81735,82144,81394,81061,80663,81685,82792,83972,84663,85650,86140,86978,87476,87930,88607,88961,89321,88987,88573,88387,88115,87888,88000,88136,88208,88323,88990,89512,90338,91265,92072,93304,93997,94551,94231,94861,95957,96963,97008,97578,99070,100173,101597,101543,102903,103663,105647,106099,106448,106344,107253,108483,108495,108273,106923,106640,105718,105535,104965,104717,104027,103740,103833,103900,104139,104781,106948,108958,110378,111556,113385,115325,118072,120409,121644,121420,120841,121113,120807,120838,121442,121822,120887,119588,118237,117878,117873,118274,118926,118290,117486,116340,114796,113169,111794,111796,111073,109744,108094,107507,106930,107017,107318,107751,108690,110354,112843,114134,115108,115725,115899,115694,115470,115326,115006,114566,114233,113402,112143,110633,109589,109415,109679,110143,109379,108832,108320,108150,106920,105209,103885,103961,104409,104351,104931,104861,106393,106592,107092,106998,108157,110206,111546,111968,112426,113176,113381,114058,114708,117433,119184,120934,121684,122375,123323,124000,124460,124892,125390,125752,125753,124795,125063,126208,128310,129745,130697,131968,133186,134393,136162,137793,139462,140219,140632,140351,139311,139765,140999,142388,142354,142634,142394,142633,142869,144211,145855,147426,149875,150474,150721,150594,152992,155039,156232,157642,158779,160348,159717,158926,156784,155756,155108,155688,155813,156233,157784,158305,158953,158020,158753,159863,162411,164620,167248,168889,170392,171239,172091,173181,174109,175233,177156,178404,179593,180212,180144,180613,180625,182212,181896,182138,182232,183830,184606,186015,187302,189407,192167,195179,199113,202600,207974
Single-family Residences,29.896156,-95.28687,-10607285.847684855,3490208.6371579785,15270,77050,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,53222,53342,53405,53489,53587,53793,53988,54274,54481,54768,55016,55404,55526,55547,55407,55598,55854,56147,56488,56575,56679,56682,56988,57166,57771,58213,58998,59428,59597,59319,59065,59168,59597,60060,60026,59882,59589,60023,60285,60719,61446,62468,63306,63741,63794,63815,64159,64534,65142,64959,64943,65006,64838,64784,64521,64907,65297,65738,65869,66220,66041,66271,66348,66339,66607,66715,67399,67335,67498,67402,67658,67510,67667,67730,67604,67557,67217,67269,67177,67212,67162,67110,67386,67971,68850,69416,69830,70094,70440,70923,71147,72273,73405,74954,75400,75605,75369,75721,77124,78698,80408,81076,82013,81795,81398,80877,81424,82128,82878,83562,83308,82737,81801,81817,81612,82123,82932,83731,83237,82605,82016,81706,81718,82000,82592,82780,83037,82832,82510,81975,82896,83936,85231,85454,85388,85282,85392,85594,86178,87007,87838,88388,88506,88862,88854,89133,89217,89070,88517,87816,86708,85393,84225,83821,83398,83028,82430,82166,81825,81727,81776,81920,82291,82848,83591,84146,84395,83449,82915,82600,83276,83768,83730,83757,83071,82557,81848,81136,79908,79060,78547,78250,77378,76597,76468,76400,76757,76672,76320,75789,75870,76944,76947,76595,76153,75833,75714,75805,76136,76065,75532,75078,75551,75684,76644,76996,77659,78409,78676,78240,77865,78557,79934,81158,81331,81462,81621,82412,83169,83508,84205,85470,86800,87621,88416,89260,90376,90925,91493,91885,92384,93338,94101,94848,95034,95717,96385,96840,96500,96750,97251,98004,98371,98794,99315,99841,100496,100738,100967,101637,103230,104388,104665,104934,105457,106100,106411,107071,107810,108474,109298,110371,111485,113232,114842,116769,118227,119869,121775,122575,123080,122817,122658,122423,122473,122295,123476,124167,125669,125810,126045,127110,129178,132263,134359,136085,136918,138391,139260,140749,141687,143466,145185,146765,147676,148221,149564,151243,153515,155309,156919
One Bedroom,29.733181,-95.43131,-10623364.834935036,3469298.6492217784,16263,77046,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115206,117110,118949,122534,125262,126890,127559,128193,128765,129855,130034,130269,129719,129276,128593,128148,128840,130594,132647,134067,135129,135429,136839,138122,140148,140781,140527,139020,137348,136466,137134,138683,140136,141076,141633,141982,142621,144660,147615,151106,154243,155942,156687,156540,157305,157850,158021,157344,156800,155720,154745,153089,150561,148497,147535,148413,149427,151274,154386,158060,160080,160148,159865,160747,162616,163789,163730,163159,162550,162189,160385,159171,159318,161497,162844,163106,163002,164140,164983,165302,164937,164028,163607,163148,163138,162640,162715,163261,163902,163785,163534,162949,162668,164590,166543,168107,166939,166017,165098,165083,165689,165660,166150,166965,168706,168043,166928,165275,164769,164522,164665,163933,162024,161132,161016,160560,158835,156862,155802,154836,155351,154875,154203,153177,152832,152723,151716,150960,150674,151219,151360,152070,151789,152101,152326,153823,155586,155791,156183,156071,156578,157274,158492,159965,160820,161976,163187,164109,165986,169695,173666,177738,180109,181994,182614,183201,184651,186208,187516,188201,186507,185042,184617,185854,188166,189883,192348,194525,197790,200226,203022,204940,208240,210083,210399,210830,212503,215566,217258,217494,217357,217893,218990,220237,221297,222225,223917,224817,223237,220382,218199,218121,217281,216150,215158,214703,213685,212281,210365,206722,204598,203036,203772,203705,203431,203173,201646,200549,199590,200366,199714,199609,199047,200085,200080,200262,200680,201286,201949,202081,203072,203426,205950,208284,210548,210515,210408,210639,211630,212463,213750,215258,216271,217142,217195,217613,218201,219887,221818,223617,224859
Two Bedrooms,29.733181,-95.43131,-10623364.834935036,3469298.6492217784,16263,77046,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162267,162289,163368,163790,164883,166193,167849,168557,169650,171282,172345,173270,174593,177350,177446,177953,177615,177646,177679,178474,178155,177137,176295,175791,173374,170273,168828,169984,171029,171186,170449,170411,170859,170662,171624,172410,175746,177835,181228,182257,182529,181833,180839,180123,180195,181833,182746,183771,183643,183599,182375,182381,184017,188052,193395,197669,201049,202191,203265,203549,204903,205930,207103,207555,208540,208826,208697,208525,208775,209090,210926,213083,214521,216155,218401,220679,221903,221622,221032,221702,221450,222444,220579,219733,219493,220934,222846,223258,223615,225372,226470,226122,223749,223103,223104,222978,222582,221941,220555,220418,218863,217593,217531,218277,222284,223547,226572,226876,224920,221013,218463,218169,220002,221181,223079,224344,224441,223131,220451,219710,221323,223308,224485,221957,219297,215291,211473,208033,205860,205401,205567,207569,209794,213625,215283,219186,222407,227149,228813,231426,233100,237620,241889,243830,244229,242850,243905,245722,247809,250816,254482,257981,260451,260830,260779,262247,265891,270378,274819,276946,278069,277516,279680,281999,287851,292967,300569,305665,307559,308071,307830,308947,312071,315464,317903,317932,315611,314636,311428,309159,307925,308407,309200,311082,312563,314549,315507,317189,318606,319138,319622,318764,317437,315187,313923,309918,305665,301475,299484,298668,298337,295601,292865,292013,293963,295335,296105,298125,300713,300741,298728,297270,296093,298159,298542,301106,302755,307077,311978,315177,314684,315290,316711,319070,319555,319325,320929,320258,319305,317010,314804,314069,316151,318799,321621,323373,326547
Three Bedrooms,29.733181,-95.43131,-10623364.834935036,3469298.6492217784,16263,77046,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,707145,711662,713657,715115,712233,703596,692850,682145,673401,667445,660103,655248,646196,633457,614211,599360,587085,582660,580634,579066,574425,563712,550688,534107,527586,524682,531795,531742,533528,532102,531692,529579,529077,530632,539990,553095,558690,559170,552935,554717,558650,564248,563928,564188,561644,565277,564265,558166,549737,544095,545052,547359,549190,545587,545701,545017,549784,549608,548574,554968,562921,569028,565349,557515,547857,544393,541380,542422,538356,540257,542097,543918,549398,557122,570004,580089,588272,591014,590146,587481,591927,590611,590599,585877,576976,572173,567996,570880,575155,582037,591924,596477,597505,598715,600311,601031,603869,601345,596295,586068,574363,564918,556359,555626,553583,554670,551862,552720,550804,555377,561317,571758,578745,575516,570384,561842,560392,553039,551099,547342,549423,543832,537320,525137,518249,517954,519778,524155,525852,530931,535076,537944,536328,530739,521976,515172,512341,515747,514572,509520,500187,493273,483997,474830,467756,465810,466958,468093,464147,454941,452444,452710,455424,455860,459945,465183,466636,464705,461703,461382,465046,467958,467879,467493,469467,470340,466669,460964,455959,456627,457684,457086,451604,451567,449106,445659,435541,427092,423057,420033,420594,417989,417214,417298,420271,418119,412397,402342,393845,389378,385745,385568,384238,384169,385158,385889,385081,382457,382514,388997,397705,401136,400374,397574,396473,394111,389538,381977,374785,371462,371512,367462,365286,365875,368828,368044,363368,362097,361380,365040,370898,375504,379524,385674,392201,397500,401151,407984,416433,420800,424771,426966,428380,428767,428868,429510,427706,423109,419092,416165,416209,416881,416302,415663,414687,415652,415424,414705,414207,412854,412241,409981,409259,408461,409378,407663,405141,402275,400224,397351,394078,396424,399921,404371,404623,408737,413388,420638,424634,426577,426521,430779,435847,439664,437710,435560,435277,435218,433181,432216,433192,437076,440051,441043,439834,440273,441802,444514,440659,435368,430800,427784,425338,422187,421188,420392,421362,421052,422844,424314,431200
Four Bedrooms,29.733181,-95.43131,-10623364.834935036,3469298.6492217784,16263,77046,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260016,259130,257706,254923,252572,249289,245132,239349,233458,229949,226575,225153,222610,220396,218064,216100,214330,212964,212543,214585,218089,217998,219568,219657,222965,223082,222641,223593,225786,231569,236420,239542,240202,243080,243289,242191,239957,244038,251645,254102,252115,245235,243658,245824,251061,255046,258457,261706,261037,256227,249746,248660,249900,253403,254675,255868,255152,253551,252324,254241,260429,267009,270048,270513,271205,272121,272472,272455,274132,274904,276109,274546,272897,271420,272553,273338,273263,273526,273445,271357,267033,266063,266927,268717,267981,269125,271587,274732,276977,277213,277844,278342,279465,279903,278725,277986,278265,278346,277190,276514,278061,281170,281904,280902,277392,275206,274052,275029,276110,276334,276448,275781,274282,272621,272637,274420,278178,280697,282865,283212,283673
Five Bedrooms And More,29.733181,-95.43131,-10623364.834935036,3469298.6492217784,16263,77046,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616516,614426,612143,605666,601496,599278,599266,599855,597756,594017,588089,585547,586669,588030,589956,597548,601996,606224,606217,605935,608894,616369,629900,635822,634617,632404,631090,624344,619892,612663,611220,610341,613776,614319,610181,613112,618726,624316,622942,622601,621658,621408,618623,617534,615312,615180,614228,610317,605830,601231,600532,600173,599144,598069,596685,593622
Condominium and Co-operative Homes,29.733181,-95.43131,-10623364.834935036,3469298.6492217784,16263,77046,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179971,180054,180905,181013,181341,182086,183105,183384,183959,185253,186118,187487,189100,191719,191166,191133,190908,190888,190778,191304,190715,189543,188380,186553,183032,179110,178107,179180,180200,180155,179613,179386,179857,179281,180046,180793,183969,185678,188261,189024,189163,188402,187241,186510,186542,187833,187865,188239,187977,188210,187134,186966,188245,191991,196842,200891,203892,205043,206570,207519,209653,211173,212639,213330,214477,214934,214815,214515,214662,215446,217284,219293,219747,221039,222775,224804,225695,225266,224406,224526,224023,224529,222808,222150,222306,223063,224484,224350,224321,225206,226449,226621,224795,223809,223642,223342,222776,222093,220561,220332,218840,217955,217563,217763,220799,221857,224054,223696,221454,217667,214957,214326,215711,216534,217526,217883,217520,216007,213386,212401,213622,215618,217191,215107,212417,208571,205550,202955,201084,200563,200686,202714,204733,207647,208737,212082,215186,219324,220983,223609,225563,229783,233925,235997,236690,235824,237073,238760,240698,243353,246326,249034,250744,250752,250266,251086,254490,258648,262795,264694,265854,265939,268563,271326,277352,282789,289942,294662,295899,296303,295850,296612,299265,301997,303923,303528,301256,300144,297625,296002,295574,296422,297648,301213,303797,306663,307289,308793,309937,310233,310580,309921,308793,306772,305369,300334,295401,290765,289248,288665,288581,287142,285425,285234,286728,287928,288561,290535,292780,292859,290705,289225,288186,289996,290531,292676,294151,297705,301937,304857,304700,305423,307489,310461,311180,310569,311262,310605,309927,308155,306335,305706,307461,309651,311507,312231,314526
Single-family Residences,29.733181,-95.43131,-10623364.834935036,3469298.6492217784,16263,77046,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176175,175245,175727,175245,175876,176839,177686,177722,177916,178375,178971,179531,180773,182963,182965,183836,183721,183607,183718,184295,183844,182568,180914,179812,177244,175010,173785,173506,172608,171320,169972,169650,170431,171569,173405,174405,176826,178137,180767,181821,182323,182168,181959,181996,182595,184625,185828,187563,187729,188399,187812,188208,190917,195184,199936,203192,204993,204164,203235,202248,202941,203234,203969,204501,204643,203955,203398,203126,203596,203448,204399,205307,206230,206725,206704,206662,206028,204586,202369,201335,200072,200433,199704,199953,200367,202305,204905,206006,206673,209274,211562,212519,211424,211956,212763,212420,210762,208429,206079,205934,204969,203922,203843,204614,208794,210769,213410,213820,214109,213715,213913,214018,215535,215655,216513,216603,214281,210392,205828,204827,205312,206054,206304,204894,203414,201408,198573,196073,194664,194834,195447,197024,198521,201085,201645,203230,204608,207626,210088,213248,216049,220820,225402,226927,226829,224864,225764,227499,229361,230865,231676,232653,232994,232513,231576,232833,235588,239476,242639,244895,246316,247240,249866,252535,257420,261231,266654,269929,271410,272033,272328,273298,276088,278326,279630,278547,276691,276366,274950,273840,273325,273805,274477,274302,273128,272711,273037,274441,275163,274750,274231,272710,271279,269034,267506,264825,262428,260410,258700,257699,256664,254148,251627,251145,252210,252694,252115,253520,256082,256455,254453,252270,251449,253638,254690,256389,257366,260609,264751,267434,266899,267007,271179,276572,280189,280601,282389,283522,284536,284211,283665,283556,285403,287673,287751,286610,286105
Two Bedrooms,29.896656,-95.64842,-10647533.409581164,3490272.840580151,226,77095,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,75127,74807,74628,74678,75001,75490,75686,75758,75261,74534,74056,74015,73862,73682,73568,73438,73079,72703,72611,72503,72853,73533,74065,74186,74338,74875,75460,75416,75197,74616,74311,74205,74642,75099,75338,75224,75221,75422,75798,76338,76822,77372,77686,78382,78968,79458,79629,79990,80490,80566,80035,79330,78890,79080,79546,79412,78842,78204,78180,78245,77945,77774,78114,78980,79776,80037,79795,79483,79264,79458,79809,80034,80219,80239,80468,80413,80290,79998,80061,80569,81730,82920,83766,84275,84728,85145,85028,84892,84413,84059,83631,83690,83918,83302,82562,81986,82261,82851,83826,84547,85920,87594,89618,90369,89732,89412,89206,89631,89480,89614,89670,90116,90058,89759,89113,88907,89270,89762,90526,90760,90954,90952,91443,91961,92523,92748,92982,93286,93835,94626,95259,95923,96761,97290,97315,96905,96775,97331,97511,98080,98464,98977,99193,99687,100084,100250,99772,99388,99212,99043,99606,99900,100226,99912,99395,98493,97480,96792,96650,96615,96340,95892,95414,94794,94170,93820,94033,94414,94572,94620,94659,94789,94602,94373,93473,92385,91379,90574,90087,89548,89099,88636,87485,86556,85646,85008,84909,85415,85977,86189,85728,85551,85387,85491,86542,87283,88512,89126,89725,90262,90586,91333,92072,92740,93608,94437,95473,96711,97749,98902,100062,100586,101380,101901,103010,103884,104932,106104,106777,107397,107937,109039,110095,111601,112921,114194,115247,116514,117537,118162,118829,119701,120562,121223,121450,121960,122804,124043,124770,125125,125767,126825,127928,128458,128917,129266,130092,130418,130481,130305,130985,131852,132348,132448,132315,132353,132484,132879,133280,133875,134476,135056,135269,135558,136007,136793,137770,139306,141011,142434,143457,144097,145084,145907,146732,147322,148185,148806,149110,149118,149377,150270,151091,152135,152409,153214,153923,154956,155622,156383,157538,158630,159480,159981,160799,161675,163058,164178,165485,166688,168078
Three Bedrooms,29.896656,-95.64842,-10647533.409581164,3490272.840580151,226,77095,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,103756,103785,103825,103934,104112,104273,104324,104323,104269,104217,104234,104322,104136,103830,103409,103265,102986,102728,102603,102567,102704,102886,103191,103354,103764,104177,104720,104917,105191,105418,105613,105720,105793,105908,105649,105427,105412,105912,106665,107296,107814,108390,109086,109903,110388,110617,110927,111381,111895,112084,112055,112227,112384,112488,112306,112174,112219,112389,112740,113217,113315,113324,112812,112530,112478,112730,113209,113265,113543,113872,114382,114594,114778,114967,115677,116365,116892,117237,117376,117979,118461,118905,119059,119103,119387,119490,119409,119335,119321,119644,119893,120286,120466,120765,120913,121365,121758,122656,123889,124896,125947,126139,126837,126933,127504,127794,128349,128900,129481,130026,130228,130441,130200,130449,130286,130520,130381,130401,130545,130379,130500,130397,130835,130945,131345,131490,132098,132497,133125,133726,134210,134826,135100,135226,134855,134826,135144,135819,135911,136242,136341,136619,136705,137019,137079,136871,136586,136461,136109,135703,135492,135306,135059,134774,134288,133594,133176,133372,133543,133613,133629,133831,134279,134604,134865,134720,134968,135246,135333,135210,135455,135741,135821,135418,134394,133025,132087,131689,131742,131504,131113,130454,129451,128633,127987,127738,127799,128131,128251,128216,127362,126985,126964,127429,127825,127965,128302,128597,129174,129759,130276,130601,131334,132106,132973,133817,135315,137025,138592,139707,140716,141802,142980,144398,145836,147076,148209,149273,149972,150699,151437,152856,154420,156304,158024,159447,160665,162124,163486,164713,166129,167543,168841,169746,170167,170504,171201,172395,173290,173696,174631,175628,176230,176164,176509,177006,177966,178406,178704,178519,179084,179885,180067,180155,180387,181115,181422,181719,181814,181858,181920,182259,182620,183026,183562,184102,184562,185370,186295,187169,187785,188925,189966,190919,191345,191918,192912,193769,193985,193582,193573,194326,195258,195919,195915,196321,196799,197400,197541,197888,199186,200709,202097,203086,204272,205619,207748,209777,212229,214746,217666
Four Bedrooms,29.896656,-95.64842,-10647533.409581164,3490272.840580151,226,77095,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,138626,138553,138445,138322,138342,138336,138407,138371,138546,138796,139278,139743,139505,139126,138714,138882,138810,138823,138728,138871,138803,138739,138663,138681,139500,140272,141138,141254,141534,141739,141995,142094,142260,142405,142141,141801,141790,142511,143630,144638,145460,146279,147083,148021,148714,149282,149850,150493,151048,151189,150889,150854,150757,150733,150480,150373,150305,150227,150475,150927,150973,150740,150068,149620,149446,149437,149554,149266,149325,149652,150090,150243,150316,150494,151064,151682,152249,152810,153288,154126,154881,155379,155590,155539,155656,155467,155296,155197,155136,155385,155406,155725,155570,155608,155426,155760,156329,157696,159506,160810,161989,162213,163028,163393,164298,165221,166300,167319,168231,168975,169017,169114,168919,169103,169182,168926,168681,168091,168229,168040,168058,167823,168287,168600,169088,169508,170030,171138,172079,173193,173573,174196,174584,174818,174570,174613,175087,175926,176161,176209,176184,176586,176977,177375,177233,176845,176265,175860,175213,174365,173955,173726,173664,173285,172583,171617,171124,171252,171462,171634,171945,172667,173515,173986,173975,173481,173676,174107,174396,174461,174860,175118,174981,174230,172996,171591,170770,170547,170580,170365,169915,169151,168086,167499,167045,166869,166714,167095,167396,167631,166888,166459,166395,166886,167306,167218,167381,167674,168468,168967,169310,169518,170520,171625,172977,174342,176474,178760,180908,182466,183924,185319,186823,188566,190296,191870,193218,194520,195196,196132,196962,198644,200386,202786,205026,206860,208324,209936,211296,212342,213818,215364,216911,217935,218442,218840,219391,220500,221077,221336,222161,223271,223836,223540,223561,223797,224656,224790,224893,224408,225110,225900,226202,226192,226375,226957,227320,227592,227618,227630,227717,228074,228127,228231,228441,228744,229234,230171,231143,231883,232195,233146,234021,234697,234948,235358,236573,237463,237483,236827,236696,237430,238371,238944,238691,239166,239668,240369,240221,240488,241828,243402,244778,245818,247151,248698,251156,253363,256071,258830,262167
