HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Condominium and Co-operative Homes,30.310707,-97.723,-10878474.598791072,3543551.1801325837,5450,78751,TX,Austin,Austin-Round Rock,Travis County,202472,201461,200377,197767,195580,194713,194113,194055,192955,191750,190659,191076,191533,191869,190786,190592,190923,190467,190169,188565,187650,187887,188046,186761,185083,183555,185870,189382,191279,190536,189341,189379,191464,191945,192882,193511,194715,195818,192834,187913,183938,184092,184495,185214,184669,184811,184610,183607,182876,182845,184992,187618,189219,190361,189911,188626,185810,183899,181034,179627,178863,178345,176797,173750,172229,170517,171060,171123,171050,169906,170312,170928,170771,169033,168942,171428,174415,176063,175318,176669,179367,183951,186084,187846,188522,189848,188361,186171,182717,181666,182319,181463,180266,176723,174687,171593,170940,171882,174492,175192,176098,175173,174571,174872,176554,178908,179859,181426,182071,182321,182005,182963,183539,185219,186396,186255,184839,184015,185531,187135,187390,186582,186012,186469,187462,187190,186838,187181,188098,188035,187186,186874,187739,189197,190992,191483,192534,194365,196606,198456,200032,202241,204190,204574,204248,202550,201938,201470,201046,199308,197301,195506,192775,189991,186035,183923,182842,183033,181057,179024,176380,175540,174715,173776,173513,173641,175608,176721,176490,176038,176042,176114,176408,176194,175990,175999,175815,175563,174056,172970,172123,171424,171028,171054,170503,169953,169357,168898,168558,167610,167693,167253,167824,168166,169159,169681,170647,171670,173038,173761,174236,174752,175238,176817,178282,180538,181939,183898,185652,187383,188359,190638,193161,196474,199115,200879,202029,202281,203354,204532,206307,207696,209169,210637,212885,214983,216473,217466,218880,221052,223094,224737,225878,227396,229406,229089,227887,226089,226649,227965,229927,230698,230879,230305,230305,230421,231014,233896,237220,240843,242425,243746,243231,243333,243896,246106,247575,248441,248461,247816,247062,246723,247550,248221,249452,250434,251791,252089,252929,254684,256651,258413,258979,259543,259202,259426,260303,262083,263008,263955,264475,265163,265736,266063,266725,266683,266850,267632,269179,270729,272275,273641,275357,276732,278339,280385,282868,285927,289242,291954,293796
Single-family Residences,30.310707,-97.723,-10878474.598791072,3543551.1801325837,5450,78751,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287791,286458,285978,285000,284404,284825,283561,282241,279896,278250,277964,277557,277774,277244,276097,275122,273664,272680,272920,274119,275246,275972,276110,275681,274577,274308,275072,275097,274793,271069,270097,268408,270307,270998,268667,267198,265471,266111,265731,265368,266359,268790,267917,265541,260167,256891,256440,257304,258533,259013,259204,259665,259479,260813,264680,270131,277327,282851,288688,291093,293119,293080,294350,296426,298505,300070,300549,302174,302858,304139,303050,303146,303114,304729,306858,308340,309497,309846,310602,310539,311123,311564,312523,313933,315830,317647,318025,317706,318397,319894,321184,321750,321448,321970,323660,325754,328241,329992,332913,335833,337761,337960,337792,338342,339124,339162,338119,337034,334557,332152,328092,325193,323051,321937,320889,318836,317523,316397,315798,315372,315176,315869,316789,316947,315815,314911,314017,313045,311829,309922,308064,305193,302942,301251,300124,299660,299568,299068,298872,298821,298587,298318,298289,299137,300681,301327,302192,301677,301655,302124,303463,305671,307961,310989,313558,316320,317861,319116,319541,322691,326644,331789,335867,340464,345000,349649,354351,358499,362422,366932,373089,377853,381595,383504,386206,389194,392213,394811,395951,399446,404023,409241,411471,413040,414658,417306,418725,418674,419218,420937,426139,427276,427856,426505,428454,430710,434047,436539,439655,442053,444148,445301,445043,446531,448580,451563,453722,455581,456022,456681,458279,461111,463383,464254,465239,465612,466660,467879,469941,471597,473061,474322,474853,475204,476189,479554,482060,485039,486029,488749,489792,492529,495265,499077,499784,500051,500171,502357,504327,506349,507924,508976,508885,509987,512924,517414,523917,530214,536996,541813,547798,554107,562319,570729,581676,591617,600897
One Bedroom,30.332506,-97.70571,-10876549.884795258,3546362.392948935,5693,78752,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105331,105433,106212,107657,108951,109242,107906,106950,105673,105124,104184,104286,104302,104581,103096,101277,99509,99218,100516,101314,102201,102569,103102,102041,100881,99807,100263,100794,101413,102090,102931,103407,104594,104683,105559,106085,107111,107465,108797,109227,109440,108108,107634,107610,106526,106128,104536,104533,103953,104309,102574,101062,99787,99837,99519,99155,99318,99585,99980,99337,98738,98631,99056,99669,99334,98982,98056,97402,96700,96288,96694,97756,98565,98160,97403,96493,96378,96536,97695,98528,99276,99414,99228,98131,97446,97298,98164,99252,99967,99841,99013,98502,98409,98659,98808,99558,100676,101936,102763,102773,102753,103141,103928,104339,104279,104143,104170,104427,104329,104392,104242,104665,104848,104458,103365,103162,103531,103874,102564,100580,98135,95758,93552,92145,91932,92921,94660,95160,94415,93300,93925,94869,96080,96744,97438,97915,97460,96464,95758,95509,96351,97169,97998,98692,98845,99724,100303,100558,101270,101849,101590,100498,99278,98278,96938,95706,95355,94426,93941,93511,92819,92253,91596,91739,91688,92455,93634,94916,95950,97106,98207,98731,99196,99386,100088,101166,102740,103600,104255,104415,105529,106969,109507,112170,114681,116429,118247,119626,120939,121367,122615,125357,128082,130231,129856,130105,130225,132562,133675,135378,135159,137481,138223,138788,137478,136880,138186,140076,142858,143946,146334,148166,152208,154904,157892,159619,161664,163984,166280,168483,170140,172095,173676,175250,177017,178029,179229,180234,182206,183583,183811,183407,183398,184300,185845,187495,188098,188551,188940,190852,192738,194410,196013,197621,199542,200912,201080,200436,200423,202083,204931,206122,206407,206525,208091,210405,211916,212207,212182,212868,214430,216294,217487,219126,220795,222986,224460,225551,227100,229741,233223,236631,239342,241047
Two Bedrooms,30.332506,-97.70571,-10876549.884795258,3546362.392948935,5693,78752,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136148,135426,134614,132801,131468,129923,129405,129025,129616,129957,130681,131230,132427,132825,134347,136498,139563,143450,145494,147379,147883,149292,150767,152883,154971,158398,160195,161905,161272,161021,161846,163312,165167,167174,168597,169052,167751,166408,165512,164325,163717,162048,161429,160740,160514,158931,157053,157048,158047,159081,158799,158761,158892,159660,159414,159295,159485,160526,161548,161305,160336,159500,159579,159761,160060,160315,161394,161706,161324,160362,160058,160135,160993,161998,162917,163959,164574,165432,164906,164933,165125,166340,167534,168425,168729,168492,168415,168406,168652,168689,169276,170181,171287,172224,172428,172434,173512,174917,176344,176703,177184,178123,178894,179417,179049,179058,179527,181111,181970,182268,182638,182899,182800,181102,180761,180370,180928,179967,179431,179074,178020,177212,174800,174026,173595,174155,173530,172850,172572,173296,173354,171536,170418,169915,171311,171576,171227,171518,171447,170726,169573,168359,167920,167632,166682,164984,162691,161405,160693,159623,158949,158438,157329,156362,155143,155629,156448,158133,159280,160057,160538,161202,162322,164252,166825,169419,171706,173874,175265,175439,175385,176286,178118,179979,181561,183734,186032,188167,190264,190492,191900,193958,198240,201334,203923,206133,208394,209922,211790,213663,215275,217752,220727,224478,226742,228049,229276,230763,233536,235813,237783,239784,243070,247791,251594,254094,255723,259006,262377,265410,266650,268033,269307,270929,272547,272109,271750,272138,274181,275995,276943,277796,278164,279009,279994,280532,280204,279450,279189,279853,281571,283366,284219,285305,287333,289805,292281,295202,298571,302722,306030,307396,306423,306591,309380,313983,317036,318676,319303,320613,322747,325008,326718,327996,329402,329600,330616,331023,333154,335085,338176,340989,343507,346028,349690,354907,361489,369015,375286
Three Bedrooms,30.332506,-97.70571,-10876549.884795258,3546362.392948935,5693,78752,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146725,145614,144832,143101,142458,142883,143370,143674,142811,141530,139654,138239,137741,138606,140043,142158,141578,139535,137792,137997,139984,141627,143831,145714,147004,147356,146890,146391,148170,150409,152272,151550,151143,152296,154157,155479,156220,155773,154883,153025,151975,151407,151024,150728,148927,147835,146476,145629,143466,141708,141796,143021,143662,143365,142792,142952,143747,144064,144460,145072,147106,149064,149597,148580,148025,148607,150225,151353,152298,152518,151905,150659,148189,145980,145010,145891,147002,147211,146909,146636,146968,147058,147869,148619,150827,153524,154630,154872,153983,154240,154221,154585,154885,155338,155916,156721,157943,158311,158964,159366,160622,161392,162906,164183,165324,166449,167510,168503,168644,169726,172327,175190,177449,179878,181285,182267,182248,183774,185055,186696,187121,187733,186725,186084,184827,183108,181981,181861,182798,182172,181391,180226,180232,179966,180147,180091,180642,181507,181939,181545,180945,180345,180513,181016,181778,181436,180540,178922,177753,176767,176544,176397,176197,175924,175207,173802,172678,171792,172414,173270,174597,175300,175583,175938,176143,176870,177263,178242,179146,180541,181956,183374,184134,184839,186465,188894,191506,194531,198589,203201,206761,210287,212503,215269,218843,223676,227410,229794,232220,234757,237258,239462,242238,244545,246845,249988,252615,254588,255727,257677,260504,263540,266010,268585,271595,276058,281844,286079,288832,290024,292892,296521,299527,301513,302993,304270,305079,306869,307162,308563,310033,313656,316191,318080,319224,319939,321357,322218,323581,321782,319445,317126,317214,318820,321261,322188,323771,325867,328040,330472,332193,335280,338794,341255,343610,343310,343963,345020,347144,347590,347734,347937,350307,352280,355141,357408,358549,359425,360505,364110,367650,372314,376732,381537,385305,389770,393878,399462,406025,414396,422515,429240
Four Bedrooms,30.332506,-97.70571,-10876549.884795258,3546362.392948935,5693,78752,TX,Austin,Austin-Round Rock,Travis County,217813,215058,214850,211870,210126,207584,206917,205512,202494,197694,194334,191335,189621,189125,188450,189574,189288,189147,185857,182549,181000,181834,181192,181786,179909,177708,171819,166088,160722,156884,154787,154446,154900,156075,156252,153417,150923,148820,149387,149428,150031,151269,152413,153230,153280,151386,151249,153036,157092,160385,162633,163045,163717,162600,163681,164474,166142,167497,167517,167286,165776,165497,166723,169337,171268,173365,173684,173820,172831,173089,173701,174363,174726,174052,172675,171408,170291,169244,168062,168170,169269,170071,169769,169123,169249,170497,172001,173264,174373,176019,177542,177827,177051,176632,177197,178654,179535,180393,180428,180898,181112,180972,180445,180415,181115,181548,182382,181931,181439,180794,181073,181081,180733,181009,182658,184139,185170,185618,185762,186299,187219,187964,188131,187744,187727,187993,187664,187688,188219,189430,190378,191497,192634,193457,194245,196309,199006,201350,203429,205174,206494,207452,209206,210797,212044,213003,215213,216131,216837,215558,215792,215447,216166,215794,214929,214608,215192,216536,216377,215899,215406,216327,216194,216877,216702,217989,218740,218644,217369,216316,215419,215914,216046,217182,217188,215341,212720,209955,209047,208858,209239,208323,207811,206706,205554,204204,203527,206498,209148,212357,212472,212734,212843,213663,214122,214021,214855,214876,215125,214403,215933,217586,219578,221495,223607,226940,230590,235420,239607,244333,248609,251448,253438,255221,259461,263199,265918,267788,270243,273198,275903,278493,281986,285130,288359,289953,290816,290697,292880,295334,297827,299089,301526,305094,308760,312788,315786,318961,321606,325760,329790,333452,336288,339070,341387,342150,344169,347850,352549,357619,362054,366377,367605,368729,370069,372221,373230,375048,374472,369974,365567,363885,366307,367827,369724,371647,374524,376762,379235,380490,382298,386276,388722,388105,384211,382946,383947,385833,384388,382526,380491,381493,381595,383327,385325,389370,393312,397359,402098,406578,412369,418933,426144,431699,438463,443744,449821,455567,462677,468871,473585
Five Bedrooms And More,30.332506,-97.70571,-10876549.884795258,3546362.392948935,5693,78752,TX,Austin,Austin-Round Rock,Travis County,0,169021,168110,167795,167272,166241,165339,163606,162648,160426,158553,155880,154835,154988,156659,156967,155755,155027,154426,154996,156000,160535,164816,169756,171686,172497,170990,170597,172107,175137,178858,182529,183495,181265,179133,178048,177651,175715,175496,177246,179197,179295,177843,177326,178107,178726,179041,180269,184708,191245,196666,197667,197080,197358,198684,199402,199231,201224,202912,203553,200569,198004,196031,197334,199171,200207,201277,201713,202385,202299,202625,203387,205161,205834,206283,206176,206372,206579,205250,204145,204615,206047,206942,207836,209608,210991,211927,211785,211421,211083,213070,216299,217680,216634,215912,215789,215760,216593,218008,219415,219903,220397,219792,217810,216252,216448,217263,216534,214631,213463,212581,211950,210882,210626,210340,210872,211494,211838,211773,212465,214045,214595,214672,214616,216066,217651,220101,222473,224555,226590,228068,229808,231335,232257,233226,234510,236285,237675,238070,238285,239181,239789,241095,240988,241239,242123,243489,243889,243218,241595,241221,240202,238598,236473,233697,232782,230580,229004,226489,226586,226502,226768,225070,223895,222044,221416,221224,221660,222117,221789,221353,219583,217205,215724,214614,214489,215153,215906,216567,215834,215308,214376,213906,213676,214716,215723,217392,218144,218287,217776,217819,218315,218789,219557,220644,221417,222181,221495,220650,221090,224806,228794,231147,231707,233075,235111,237157,240711,244868,249966,255076,258780,259442,260553,262750,268188,273652,280289,287198,291122,292547,294151,295815,297033,298424,299450,301701,301738,304036,305359,306828,309811,315552,322453,329782,337339,344297,350359,354276,359006,361222,364809,367302,369120,369445,369771,370576,371971,373723,376731,381702,387467,391545,393778,397231,402479,406619,408863,410135,408533,408723,409913,415652,418901,422662,424352,426116,424812,426210,427367,430197,436026,439685,441402,435970,435534,437255,442324,443233,444765,444412,446011,446787,449072,451198,453275,454917,454227,454677,454829,458688,462320,466771,470724,475147,477889,481916,487326,496436,506220,514662
Condominium and Co-operative Homes,30.332506,-97.70571,-10876549.884795258,3546362.392948935,5693,78752,TX,Austin,Austin-Round Rock,Travis County,80811,80365,79196,77886,76656,76112,75943,76103,76398,75979,75342,75228,75400,75653,76638,77418,78501,78750,78380,77626,76843,77728,78829,79495,79617,79642,79878,79936,79787,80052,80665,81412,82227,82209,82642,82653,83038,83215,83273,83316,83190,82981,83160,83607,83974,84230,84484,85130,85971,86586,87156,87075,87255,87376,87626,87778,88089,88768,88732,88877,88735,89310,89662,90468,91235,92038,92360,92809,93016,93118,93412,93840,94386,94349,94393,94764,95224,96130,97047,97998,98433,98748,99051,99202,99347,99441,99874,99887,100071,99152,98125,96663,96195,96397,96764,96857,96766,97140,97181,97084,96761,97098,98002,99016,99845,99884,99787,100046,100507,100734,100770,101099,101424,101729,101190,100912,100490,100693,100807,100500,100271,100041,100397,100592,100704,100833,101439,101613,101837,101609,101939,102616,103260,104231,104467,104915,105321,105947,106573,107639,108619,110009,111611,112884,113744,113452,114219,114818,115647,115775,116390,117479,119219,120169,119816,118970,118663,119066,118866,118643,118570,119088,119355,118926,117720,117196,117552,118955,120235,121566,122510,123186,123784,124612,124949,124705,123894,122852,121803,120731,119325,118165,116927,116402,115419,114101,112767,112558,113295,113872,113499,112485,111801,111798,112490,112671,112792,112702,113122,113744,113842,113941,114276,115784,117989,119113,119994,120885,122400,124311,125928,126251,126555,127133,129393,130921,131403,132170,133265,135159,137088,138511,139597,140780,143137,146218,148478,149766,151603,153883,156488,157925,159388,161741,164943,168594,170839,172064,172886,175120,177436,178962,179908,181119,182475,183115,184712,186778,189408,191685,193935,195997,197509,199212,200315,202656,204615,206755,206375,205673,205609,206875,208710,210072,211289,212789,214628,215061,215288,216422,218670,220690,221232,221132,220213,219648,219832,220789,221116,221829,223105,224470,226024,226847,227774,228119,228539,229167,230485,231409,233090,234443,235726,236662,237593,239445,241974,245202,248886,252588,255645
Single-family Residences,30.332506,-97.70571,-10876549.884795258,3546362.392948935,5693,78752,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154618,154358,153796,152640,151938,152285,152426,152271,150996,149607,148810,148789,149487,149869,149954,150848,149859,148089,146653,147227,149467,151148,151208,150605,149668,149922,151293,152436,155727,157971,160210,159802,159614,160601,163070,164881,166167,165640,164201,161918,160351,159922,159540,159263,157644,156747,155958,155527,153810,151984,151835,152829,153307,152924,152334,152486,153301,153538,153875,154476,156414,158173,158503,157342,156679,157113,158462,159541,160418,160963,160613,159699,157634,156031,155376,156360,157452,157934,157937,157748,158141,158083,158794,159327,161351,163771,165102,165477,164806,164930,165009,165458,165824,166333,166949,167822,168920,169282,169808,170624,172212,173389,174759,175996,177024,177991,178820,179670,179899,180826,183065,185495,187321,189335,190285,190845,190454,191675,192782,194104,194128,194533,193486,191965,189957,187584,186808,186883,188009,187522,186759,185744,185911,185646,185784,185943,186777,187844,188025,187359,186546,185839,185669,185816,186103,185694,184679,183277,182212,181251,180926,180698,180305,179893,179349,178132,177121,176091,176829,177612,178878,179458,179834,180351,180872,181878,182506,183731,184853,186478,188048,189992,191114,192141,193571,195791,198249,201023,204925,209335,212931,216432,218189,220409,223509,228250,232199,234904,237446,240016,242285,244211,246783,248948,251760,254895,257596,259212,260213,262024,264650,267549,269945,272455,275305,279696,285005,289374,292204,294081,297217,300962,304053,306142,307920,309302,310284,311901,312225,313253,314725,317818,320157,321296,322098,322352,323510,324506,325892,324675,322202,319609,319039,320492,322820,323952,325337,327569,329883,332413,334173,336905,340767,344014,346821,346527,347110,348846,352066,353330,353781,353930,356093,357766,360014,361895,363226,364614,365476,368789,371838,376516,380868,385844,389970,394956,399594,405323,411806,419994,428590,435391
One Bedroom,30.294148,-97.62863,-10867969.378444912,3541416.1389022605,6499,78724,TX,Austin,Austin-Round Rock,Travis County,111931,110782,109820,108170,107266,105865,104574,103702,103928,103832,102526,101390,100289,100387,100742,101980,102535,103499,104045,104284,103811,104646,106820,108597,109935,110292,110603,109397,108084,107480,107999,108289,107764,105448,104495,103529,103761,103449,103094,102554,102467,102871,102890,103460,104041,106090,106722,108732,110248,112193,113137,113690,113782,113572,113753,114315,115578,117028,118282,118151,117383,116664,116797,118466,119951,120780,120646,120768,120710,119864,119481,119956,121273,121926,122124,121276,120975,121560,122217,122728,122809,123887,124302,124177,123593,123888,125309,126978,128263,127968,128309,128489,129903,130280,130932,130986,131383,131536,130890,129999,129570,130372,131178,131182,130554,129911,129731,129888,129941,130100,130030,130158,129829,129840,129504,129613,129651,129963,130022,130100,130675,130983,131599,131515,131596,131146,130893,130405,129893,130035,130774,131583,131006,130487,130324,131060,132198,133028,133938,135050,136753,138482,139266,139833,140277,140555,140216,140619,140100,139543,138584,138475,138078,135854,133356,130973,130704,130884,131019,129599,128155,127220,126524,125816,124822,124855,125461,126036,125539,124023,122935,121988,121611,120505,119290,117177,115045,113376,111649,110224,108700,107860,107251,106629,106702,106832,107686,108381,109181,109573,110071,110708,111547,112745,113471,114472,114533,115010,114763,115190,115662,115549,115248,115068,115243,115533,115839,116990,118307,120421,122413,124026,125330,127677,130919,134030,136503,138121,139691,140832,142150,142921,143790,145166,146991,148744,149782,150199,151080,152667,154602,156074,157370,158988,161301,163229,164234,164647,165282,167144,169158,170748,172004,173218,174584,175211,175776,176413,178348,180722,183319,184998,185908,186883,188481,190800,192999,194655,195948,197497,199364,201041,202114,203240,204519,205814,206682,207152,208160,210241,212247,213954,213782,214152,214162,215133,216437,218626,220060,221162,221563,222159,222848,223760,224610,224678,224525,224888,226052,227113,228939,230665,232935,234905,237161,239568,243163,247458,252630,257320,261568
Two Bedrooms,30.294148,-97.62863,-10867969.378444912,3541416.1389022605,6499,78724,TX,Austin,Austin-Round Rock,Travis County,0,80470,81072,81167,81384,81338,81410,81821,82136,82298,82133,81874,81766,82012,81887,82081,82421,83140,84244,84891,85491,86039,86478,87191,87628,87879,88054,88132,88264,88398,87134,85906,85015,84713,85420,85523,85539,84947,84729,84687,84813,84811,85956,86859,87674,88152,88386,89356,90752,92301,93167,92890,92209,91857,91713,92994,93900,94946,94850,95052,95185,95736,96295,98032,100157,101810,102493,101321,100571,99887,100689,100160,99170,97919,97291,96674,95947,95726,95818,96710,97458,98098,97900,98024,98219,98525,98942,99031,98928,98386,97825,97350,96904,96824,96654,96869,97485,98364,98882,99023,99294,99826,100768,100951,100779,99794,99497,99209,98939,98539,98373,98863,99255,99528,99290,99873,100768,102370,103427,104383,104888,105640,105839,106168,105848,105960,105789,105521,105202,104955,105471,106271,106954,107137,107660,108017,108796,108941,109501,110299,111382,112272,112572,112549,113117,112881,112811,112399,113128,113911,115272,116183,116946,117451,117137,116776,116029,116396,116419,116443,115746,115763,114956,113984,112762,112550,113283,113978,114150,114385,114795,115168,114805,113483,112610,112307,111973,110398,108813,107359,107278,106749,106437,105792,105676,105426,105190,105197,106192,107182,106976,106156,104231,103928,103846,104745,105551,107640,109384,110524,110033,109815,110520,112625,115721,116583,116568,115828,115942,116022,116471,116466,116745,117607,119378,120632,121032,122079,123832,126493,129081,130241,130870,131971,134208,136183,137491,138759,140679,143036,145285,146245,146303,147251,149109,150997,152172,153139,154396,155889,157329,158244,158990,160159,161927,163743,165900,167792,170434,172934,175173,176622,177261,178384,179187,180594,181235,181361,180632,180302,180558,181210,182289,183007,183894,184460,185298,185268,186258,188409,190220,191274,190628,190530,189944,191199,193409,196828,198447,199068,197958,196673,197769,200500,203648,204551,204470,203440,203112,202342,203582,205460,208603,211794,213787,215172,217355,221521,227249,233561,239427
Three Bedrooms,30.294148,-97.62863,-10867969.378444912,3541416.1389022605,6499,78724,TX,Austin,Austin-Round Rock,Travis County,0,106105,105887,105503,105227,104982,105017,105052,105170,105251,105086,105129,105475,105921,106345,106974,107394,107870,108188,108968,109956,111417,112935,114270,114945,115612,116273,116926,117516,118032,118399,117913,116995,115496,114500,113500,112879,112351,112127,112559,112792,113296,113622,114401,115278,116230,117659,119027,120767,121870,122677,122247,121708,121146,121220,121809,122244,122888,122906,122965,122685,122699,122903,123603,124607,125614,126042,126292,126481,127071,127551,128229,128695,128751,128590,128505,128633,128573,128599,128040,127847,127137,126662,126069,125656,125859,126238,126689,127172,127063,127065,126989,127203,127464,127231,126836,127081,127628,128251,128443,127784,128125,128332,129319,129390,129477,130447,131536,132085,132005,132075,132156,132671,132911,133924,134532,135318,135755,135782,135988,136321,136791,136833,137048,137400,137864,137472,136999,136992,137586,138372,138859,139499,140300,141184,142296,143362,144492,145309,146107,146971,148101,149321,150169,150237,149761,149526,149713,149626,148865,148673,148584,148432,146980,145057,143651,142990,142669,141921,140416,138977,138309,137737,137409,136887,137338,137929,138105,137911,137606,137594,137285,137358,136775,135917,134409,132658,131006,129263,128088,126826,125367,124018,122928,122397,121382,121140,121274,121901,121767,121502,121193,121574,122388,122931,123370,123348,124110,123778,123342,123064,123323,123385,123436,123098,123467,124114,125516,126576,128155,130127,132295,133737,135527,138151,140743,142888,143716,144667,146097,148001,149289,150376,151446,152990,154233,155462,156622,158359,160970,163177,164501,165459,166952,169389,171950,174372,176373,177896,179699,181776,183334,185269,186772,188620,189852,191013,191706,192740,194182,196146,198025,199180,200758,202090,204009,205381,206460,207054,208225,209715,211025,212145,212813,213872,214388,215217,215698,216731,218527,219972,221216,221116,222027,222245,223083,223792,225514,226513,227410,227753,228404,229081,230025,231146,231483,231256,231822,233014,234450,235946,237623,239796,241681,244091,246542,249754,253432,258331,262749,267084
