HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Single-family Residences,30.354234,-97.64679,-10869990.940397717,3549165.0723931724,5338,78754,TX,Austin,Austin-Round Rock,Travis County,139612,139438,139339,139023,138862,138872,139001,139205,139242,139483,139810,140221,140577,140888,141186,141882,142518,143029,143057,142981,143137,143234,143326,143299,143242,143120,143032,142632,142210,141746,141893,142017,142266,142317,142374,142562,143021,144040,145159,146179,146994,147763,148696,150039,151407,152615,153642,154534,155451,156043,156245,156568,156985,157741,157992,158232,158179,158724,159248,160235,160640,161099,161599,162560,163463,164067,164467,164832,165217,165486,165766,165838,166482,166686,167273,167263,167524,167838,168341,168566,169082,169463,169853,169792,169529,169716,169697,169597,169398,168887,168639,168313,167483,166732,166130,166135,166135,166315,166772,167382,167726,167953,168302,168907,170453,171518,172346,172496,172693,172595,172303,172369,172901,174261,175244,176096,176113,176517,177143,178191,179343,180628,181732,182211,182109,181551,180989,180557,180407,180682,181057,181507,181881,182276,182637,183355,184437,185993,187940,189965,191793,192881,193644,194225,194511,194164,193872,193581,193125,191762,190072,188390,187048,185694,183789,181832,180464,179848,179348,178443,177718,177455,177523,177142,176574,176343,177237,178120,178090,177423,176490,175957,175745,175479,174819,173852,172909,172154,171074,170017,169102,168397,167938,167520,166444,165215,164270,164625,164882,164783,164126,163621,163848,164546,165221,165550,166158,166930,167548,167817,168455,169175,169964,171085,172039,173033,174004,175634,177233,178842,180541,181555,182494,183515,185411,186771,187922,188710,189784,190918,192337,193801,194919,196222,197449,198836,200058,201262,202563,204047,205447,206349,207137,208296,210223,212623,214643,216141,217046,218706,221039,222901,224429,225686,227264,228601,229937,230567,231566,232854,234899,236302,236598,237371,238784,240977,242451,243256,243467,244302,245588,247240,248534,249552,250582,251416,251935,252033,252817,254545,256477,258103,258407,258844,258427,259101,259983,261820,262424,262952,262970,263773,264357,264840,265614,265914,266325,266954,268533,270214,272582,275028,277950,280223,282973,286139,289963,294389,299640,304645,309230
Two Bedrooms,30.17207,-97.87284,-10895154.711291537,3525687.0682291575,7354,78739,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197783,196565,196050,194547,194660,195262,196518,196713,197785,198296,199794,200982,202834,205763,208218,211975,213928,216662,219612,223178,223776,223206,222182,223519,224709,225490,225901,225340,224140,221339,217437,216267,217626,223526,227872,229721,231073,231645,234315,236938,241182,244703,247992,249735,253477,254943,257361,259024,258386,258276,255983,255726,254964,256390,257880,257703,254955,251783,249450,247968,248523,249486,250910,250685,249555,248825,248556,249098,249886,251989,254738,257334,258842,259609,261957,263159,264256,263427,262520,263622,264599,265462,264612,264797,267271,270404,271260,273453,276497,281647,287050,291210,294729,296771,300219,304173,304880,302257,299835,298202,298085,295276,293201,292777,293625,295299,292782,289677,285604,284585,283714,283579,281398,280742,279813,276579,272134,268293,268940,269834,273265,277630,282018,282961,283229,283138,282635,283443,286547,289763,290468,289843,288286,285726,283683,283699,285083,286153,287039,287153,286390,284830,285914,286941,289074,289954,291451,292686,293804,295402,297492,300222,302279,304808,306433,310085,313207,317131,320308,323735,327169,330358,333411,335642,338450,341599,343817,344721,344395,344420,344779,346638,349544,352363,354864,358999,362876,365980,367946,369669,372848,377770,382315,385077,385609,386895,389296,389185,388922,386883,387842,390220,394396,396560,397894,398811,401493,404607,407234,410624,413498,418856,422844,425391,423995,422964,423813,426434,428366,429001,429189,429544,431024,432862,434754,435896,436992,436973,436832,436443,436780,437108,437342,438734,439258,438702,436626,435966,437133,439088,438958,438445,436914,436797,436377,436384,436228,436064,435452,436249,438290,442256,446908,451120,456325,461153,466778,471895,477887,484897,493790,501668,508361
Three Bedrooms,30.17207,-97.87284,-10895154.711291537,3525687.0682291575,7354,78739,TX,Austin,Austin-Round Rock,Travis County,223720,224060,222193,219130,215674,214980,215654,216494,217588,220242,223464,225828,226906,227420,229659,234329,239294,240651,240423,240505,241771,240178,238421,238180,239710,240091,240851,240511,241902,243814,245433,246373,245409,246113,246283,246655,248110,250038,252425,253300,252794,251368,250931,251695,252623,253543,255024,256625,257253,257607,256825,256283,255877,256827,257657,258593,259521,260619,261394,262171,262320,262359,262673,263433,264556,265526,266568,266688,266237,265649,265577,265819,266691,267368,267983,268580,268508,268324,267512,267693,269027,270705,272204,272674,272612,272292,272267,272127,272509,272025,272131,271550,270988,270090,269653,269827,270532,271805,273181,274113,274683,275551,276793,278127,278892,279791,279748,279490,278531,277745,276625,276006,275639,276235,276623,277175,277874,278017,278335,278509,279442,280603,282133,283532,285062,286724,288060,289416,290280,291929,293949,296288,298279,299466,300123,301098,302041,302729,303336,303846,304548,304928,305785,306531,306844,306529,306646,306471,306019,304533,303642,303279,303698,303780,301706,299460,297926,297381,296312,294852,294162,294504,294596,293988,292302,291033,291625,292567,292560,292815,293169,293905,293542,292494,291573,290451,290418,290378,290114,289399,288998,288167,287712,287305,287381,287463,287355,288185,288745,289502,290337,291202,292719,294276,296171,297684,299354,301702,304234,306426,308327,309643,310507,312716,315084,318276,320875,324723,328617,331934,334923,337582,340744,344347,348612,351378,353530,354604,356267,357777,359777,362225,364081,366041,367705,370105,372206,374243,376540,379532,382312,384085,384869,385718,388171,391462,394326,395120,395578,397145,399977,402265,404155,405539,407557,409309,410852,410913,411325,413274,416175,418429,418195,418400,419465,421794,423480,424517,424976,425889,427380,428653,429873,430516,431648,431870,431797,431428,432143,434119,436000,438254,438532,439711,439033,440108,441536,444803,446036,446994,447023,448340,449528,450687,452156,452683,453218,454326,456748,459850,464020,468289,473393,477554,482540,487879,494480,502091,511449,520360,528796
Four Bedrooms,30.17207,-97.87284,-10895154.711291537,3525687.0682291575,7354,78739,TX,Austin,Austin-Round Rock,Travis County,238783,238897,238023,237788,237152,239614,243573,248645,254541,259603,264533,266713,268063,270618,275571,280114,286124,287787,287963,286644,283832,282355,280826,284614,289851,292866,294641,296630,297613,297742,296034,294211,293486,293864,294949,294682,294072,294548,295471,295778,295665,295659,297459,299361,301300,302074,303595,304396,304700,304825,305170,305923,305678,305620,304886,305343,306336,307666,308195,308727,309077,309970,310621,310666,311459,312436,313990,314174,313585,313330,313689,313494,313666,312663,312363,312678,312617,312962,312026,312206,312479,312521,312250,312194,312279,313283,313705,313505,314118,313499,314207,313252,313267,313493,314251,315151,315658,316143,317402,318918,319728,320283,320865,322215,322734,322661,322207,321795,321596,321525,321346,321554,322078,323825,324651,325539,326619,328151,329644,330994,332310,333806,334855,335700,336177,337221,338357,339574,340238,341350,342902,344494,346121,347156,348078,349032,350849,352224,354592,356792,359392,360769,362168,363334,364022,363884,364074,364155,363476,361848,359673,357831,356723,355997,353226,350468,348671,348269,347125,345387,344009,343556,343133,342622,341170,339991,340638,341271,340499,339567,339119,339565,340190,340068,340177,339227,338986,339022,339044,339114,339486,339487,339808,339690,339277,338836,338254,339663,340624,341693,342177,343100,344787,346745,348765,350790,352780,355743,358547,360205,362077,363436,365045,367414,370075,373582,376794,381004,385404,388903,392580,396157,399949,403879,408490,411558,414170,415512,417853,420299,423216,426496,428933,431700,434343,437090,439188,441178,443349,446462,448554,449267,449155,449646,451792,453975,455436,455996,456506,458785,462167,464543,466335,467567,469448,470997,471989,472094,472680,474739,478079,479941,479334,479242,480697,483646,485665,486090,486117,486906,489395,491496,493089,494127,495769,496413,497062,497101,498647,502021,505994,510022,510727,512361,511726,512944,514063,517762,519107,520530,520810,523133,524371,525711,527131,527033,527203,528491,532584,536943,542170,547054,552868,557110,562592,568424,576177,585469,596615,606834,615547
Five Bedrooms And More,30.17207,-97.87284,-10895154.711291537,3525687.0682291575,7354,78739,TX,Austin,Austin-Round Rock,Travis County,324457,324016,325062,325938,328999,334759,343359,350448,356263,360300,363096,364170,364943,369167,373029,377043,375625,370221,362179,359547,357169,356406,355799,357939,359630,358647,356759,356758,358969,360086,357295,348895,344104,341756,341512,339801,338666,338372,339652,340399,341580,343527,348208,353387,356196,356147,356624,358701,360900,362692,364049,365745,366282,367057,367010,367950,368543,370186,371023,372188,372130,372930,372455,372672,373205,373632,373627,373446,373499,373908,371843,369213,367940,367657,367665,367383,366733,366284,365432,365315,365364,365218,367451,368680,369384,368245,369320,369660,371402,370934,372272,371927,372870,373677,375034,376867,378855,381057,382344,382671,381984,383501,384957,387894,389195,390039,388869,387052,386088,386196,385848,386936,388784,391134,392003,392125,392551,393570,395550,398449,399826,400623,401498,403241,403987,405208,406204,408019,408592,409707,411757,413912,416775,419143,421287,422506,424656,425531,427520,428581,431666,433338,434589,435153,434860,434192,433073,431983,430174,428564,427422,427192,426950,426828,423424,419854,417497,416679,415451,413540,412050,410614,408795,406395,403877,402032,403194,404397,402949,401191,400178,401119,402441,402856,402756,401345,400379,399579,398575,397626,398358,398855,399697,399300,398148,397746,397450,399618,400619,401524,402331,403626,406477,408712,410994,412154,413957,416358,419397,421878,424741,426796,427894,430324,432434,436247,439614,444525,448761,451913,455145,457399,460422,464050,470027,473368,475198,475364,476681,479351,483008,487280,489784,492548,494598,497134,498267,500162,503501,507958,511393,511917,511516,511898,514291,517807,520857,522478,523325,525877,528994,531048,532398,534071,536428,538312,540362,540219,540249,541260,544426,545499,543987,543341,544430,547388,549364,550082,549347,550059,552440,555994,558349,560683,562798,564067,565717,567158,569737,572961,575946,579807,580984,582262,580999,582461,585347,590521,591587,590741,589696,591748,594645,596033,597194,596679,596967,598029,601793,605964,611725,618259,625169,630208,635535,641908,650097,660058,671710,682146,690512
Single-family Residences,30.17207,-97.87284,-10895154.711291537,3525687.0682291575,7354,78739,TX,Austin,Austin-Round Rock,Travis County,249683,249877,248863,248238,247023,248620,250926,254200,258133,263324,268612,272030,273552,275645,279992,283958,289398,290248,291016,290668,289710,286178,282515,282384,285616,286997,287253,288156,288677,289913,289252,288119,286904,287530,288322,288480,288073,288996,290274,290432,290064,289487,290392,291704,292935,293921,295772,297394,298150,298432,298785,299608,299502,299718,299200,299718,300608,301892,302570,303255,303472,304034,304418,304616,305535,306404,307877,308055,307666,307329,307383,307141,307438,307082,307049,307156,306823,306924,306008,306029,306317,306643,306872,306878,306925,307462,308041,308197,309105,308607,309201,308445,308484,308474,309046,310016,310853,311740,312928,314164,314740,315480,316293,317839,318630,319039,318798,318300,317777,317348,316824,316856,317283,319007,319775,320512,321291,322403,323538,324636,325846,327294,328526,329553,330329,331325,332623,334033,334924,336140,337841,339772,341592,342745,343580,344476,345969,347170,348948,350608,352617,353761,354863,355819,356522,356589,357079,357307,356918,355527,353928,352563,352090,351790,349579,347039,345249,344610,343311,341623,340360,340070,339593,339033,337485,336347,336968,337686,336960,336217,335957,336549,337113,336819,336766,335784,335459,335254,335063,334996,335434,335463,335618,335265,334655,334221,333691,334989,335908,336990,337520,338367,340042,341994,344174,346219,348326,351201,354046,355936,357915,359309,360800,363178,365631,368959,371971,376304,380773,384438,388133,391536,395280,399208,403941,407059,409657,410968,413143,415279,417935,420978,423191,425922,428550,431453,433567,435588,437942,441199,443411,444152,444072,444657,446975,449151,450543,450728,451093,453199,456427,458633,460518,461920,463923,465374,466248,466420,467114,469376,472665,474549,473955,473924,475349,478271,480282,480760,480806,481283,483358,485214,486838,487923,489449,490092,490644,490514,491809,495055,498953,503067,503882,505564,504933,506164,507434,511211,512512,513888,514106,516456,517651,519019,520409,520288,520377,521627,525734,530072,535422,540457,546480,550796,556394,562272,570140,579555,590864,601210,609981
Three Bedrooms,30.163458,-97.67711,-10873366.14735857,3524578.1966265095,22577,78719,TX,Austin,Austin-Round Rock,Travis County,129657,130503,131828,133090,133725,133501,133385,133587,133769,133736,132961,132255,132320,132408,130652,130038,130203,132372,133965,135501,136778,137493,137955,138510,137870,137428,138136,138799,139265,137481,135935,133865,132234,131721,132870,133507,134003,133584,133397,132211,131185,131450,132867,133643,134288,135127,136376,137496,139450,141357,142845,143589,144248,146045,147127,148388,148107,146650,143183,140555,137037,135520,133964,134356,134203,132643,131029,129609,129777,130066,131332,132131,133639,134356,133937,133345,132941,133323,132996,133062,133178,134897,135951,137036,137031,135700,136259,135278,135364,134681,135644,135985,134530,130389,126675,122882,121930,122060,122219,122296,121747,122598,122849,123769,125131,127351,130429,134166,135536,135037,133552,134403,135587,134357,132226,130175,129510,130679,130304,130568,130246,132941,135927,137184,137275,139045,141620,143755,144769,144810,145707,144919,144950,144162,143861,144203,145444,145594,145061,144722,146152,147170,148129,149069,150346,149884,148739,146912,144683,142942,142345,141639,139548,136963,134439,133047,132218,132272,132383,132372,133077,134035,134109,133644,132898,134033,134760,135500,134253,134371,134458,135234,135812,136154,136965,137998,138819,137450,135941,134357,134322,132750,131237,129590,128063,126928,126865,127257,128748,129822,131586,132077,133031,133530,134892,135773,136932,137021,136007,135106,133483,133056,131661,132675,133194,134833,135265,136991,138818,142178,144514,145889,147501,149262,153312,154868,155793,155695,157003,158594,158820,157935,157348,158018,158901,161057,161659,162552,162943,164935,166058,165600,166034,167125,170080,172207,174724,175228,175699,176901,180854,183308,186328,187927,190172,192245,193397,194302,194984,196489,198791,201856,202732,204121,203837,206202,207019,207736,208415,210397,212518,213926,215210,215562,216738,218244,222425,226698,232292,236696,241783,245543,247462,250035,249544,251598,251208,255612,257548,258219,254126,250639,249688,250298,253266,255948,260825,262757,264502,262930,262980,263531,267451,271687,273667,274865,275035,275261,275322,276710,279454
Four Bedrooms,30.163458,-97.67711,-10873366.14735857,3524578.1966265095,22577,78719,TX,Austin,Austin-Round Rock,Travis County,145234,147897,148190,150052,151730,155291,158115,159456,159062,158804,157468,154898,151426,147417,146611,146360,145658,142359,138890,138159,139560,141311,142592,144553,146998,148812,148493,147654,146540,144774,143987,142077,140108,136342,134957,134408,134923,135313,136474,137132,139476,142540,146255,148152,148982,151281,153781,156555,158416,160620,161731,162072,160470,160506,161191,163702,165955,167077,166398,164976,161995,159490,157991,158708,159535,158377,156450,154640,154042,154030,155185,155378,157206,158318,159120,158483,157914,159169,161146,164493,167842,170844,172182,174806,175872,176206,175343,175238,175635,176161,175819,174008,169642,166227,164147,161526,159570,158972,160917,162106,164217,165338,168106,169773,172548,173979,174699,176577,178858,181485,181536,182014,181427,180267,176521,173629,172576,173276,173218,172480,170644,168297,167036,165878,165010,163490,163194,161870,159202,155371,154033,153851,154551,155066,155327,156380,156252,156792,155406,156414,158499,162032,164425,165047,164268,162496,160584,158391,155835,153812,154221,155505,155512,154575,151689,150296,149038,148832,148111,147596,148367,148748,148526,146064,145158,144162,144871,143606,143386,143747,145803,146557,147318,147557,146741,146411,144726,143862,142445,142559,143462,144147,143260,142112,141020,140944,143293,145316,149351,151354,154750,156124,156931,156898,158641,160909,163435,164687,165009,165517,164245,164140,161595,161724,160868,161424,159755,160023,160250,163098,164483,164340,163775,163196,166257,167687,170344,171233,174287,176940,179131,179874,179865,181146,182452,185430,186192,187854,188077,190039,190478,189943,189386,189597,191222,193397,195334,195867,197360,198886,202375,203474,205951,208059,212087,214371,216949,218927,223430,228884,233395,236640,237143,240224,241284,242307,240234,239555,239596,239996,239496,239025,237673,238200,240498,243649,247936,253499,259921,265479,270576,277250,281784,283984,284796,287696,290031,292633,292823,292997,292359,291018,290781,287251,284293,281347,283346,285301,286847,286149,287004,287359,288598,290693,292106,295180,299133,304258,306615,307739,309361
Single-family Residences,30.163458,-97.67711,-10873366.14735857,3524578.1966265095,22577,78719,TX,Austin,Austin-Round Rock,Travis County,137591,139485,141137,143286,145245,146635,148219,149335,150655,151494,151700,150778,150650,150093,149417,150186,150882,153198,154730,156999,158377,160059,161333,164091,165177,165952,165763,165249,164936,162272,159816,157523,156066,154432,154129,153826,153964,154159,155528,156302,156858,158180,160505,161215,161834,163577,166132,168060,170416,172706,173499,173657,173519,175516,176917,179004,179294,177923,174409,171747,168303,166625,166678,168287,169051,167330,165840,164515,164106,164384,166245,168152,170462,171618,170777,169420,168459,168117,167067,167029,168413,170911,171952,172531,171947,169882,169429,167845,167644,167137,168047,167439,163968,158273,153800,150010,149225,149605,149688,149491,148558,149160,149048,149346,150053,151126,152433,152733,150943,148341,145616,145411,145139,143296,140444,138471,138227,139434,139015,139778,140212,141740,144295,144600,145384,146617,150041,152386,153817,154916,157244,157849,158718,160023,160613,162364,163357,164144,162774,162490,163487,164365,165220,166774,168409,168116,166700,164933,162525,160667,160012,159237,157084,154217,151316,149631,148615,148277,148361,147880,148633,148925,148810,147680,147266,148546,149577,149021,146698,145598,145782,146998,147595,147791,148179,149088,148554,145679,142759,141412,142287,142411,140715,138178,135781,135045,135084,135492,136995,138768,141036,141828,142149,141869,143262,144567,146638,146815,146371,145630,145078,145339,144337,145258,145852,147133,146842,147597,148560,151486,153599,155165,155966,156957,160379,162324,164476,165872,168856,171953,173326,173211,172957,173463,174292,175908,175898,176162,175693,176808,176654,175318,175223,175652,177480,179283,181791,182651,183836,185212,187946,188239,189544,190684,192881,195016,196717,196875,197731,199948,203205,205429,205737,208121,209427,212825,213526,214079,214117,216143,217505,217845,217193,217762,219811,222398,226703,230078,234213,237331,242167,246702,248803,251317,250948,253290,253175,256196,256621,256290,252803,250715,250969,251650,251676,250177,251668,253005,255349,255116,256537,258038,262337,266354,267879,268938,271980,276369,280201,282777,285708
Three Bedrooms,30.23358,-97.67831,-10873499.73074752,3533609.8480225606,25635,78742,TX,Austin,Austin-Round Rock,Travis County,90638,91462,92017,93064,93521,93237,92705,92801,93471,93684,92585,91379,90631,90263,89636,89003,88770,89470,90141,90282,89843,90463,91824,92955,93174,93044,93064,92814,93008,93186,93700,93587,93109,91854,92201,93028,94297,94264,94860,96180,97536,98567,99961,101310,102612,103513,104071,104906,106102,107778,108269,107679,106613,106183,105889,106972,108428,109852,110253,109613,108809,108614,109660,111584,113136,113757,112785,111717,110596,111279,112184,113800,115058,115445,114735,113287,113092,114083,116021,116680,117252,117208,117092,116321,115678,115593,116637,117642,117576,116220,115098,114233,112963,110859,109667,109269,109678,110233,110577,110549,110518,110917,111373,112501,113783,115131,115804,116169,114879,113040,110543,109634,109019,108697,108469,108591,109259,109919,110113,110659,112457,115056,117705,118595,118945,119361,119157,118016,116686,115961,116460,115481,114427,112492,111435,112126,114552,117042,118545,119676,120525,122018,122602,124118,124857,125555,125357,123894,121254,118368,117373,117440,117743,117022,116108,115296,115280,115326,115856,115979,116142,115610,114562,113606,113342,113848,114811,115400,114721,114629,114630,115665,116126,117708,119413,120303,119045,116541,114113,112944,112924,113123,112579,111283,110161,108922,107896,106945,107048,107596,107968,107292,106897,106431,106358,106238,106377,106942,107428,108306,109018,109775,110229,111611,112178,112651,112779,113969,115474,116438,116734,116980,117868,118902,121218,122921,125352,126941,129392,131802,134379,136561,138687,140268,141614,143486,144765,145524,145107,145424,145480,144919,144549,145097,147074,149388,151625,153221,154679,156191,159594,162223,165482,167697,169634,170661,171743,174266,176795,179393,181019,183934,185548,188312,189561,192174,193734,195314,196149,194857,195020,196083,199240,201584,203163,205843,210178,214557,219006,223777,227596,232461,233894,234927,234663,236080,239065,240681,240960,239292,237815,236739,238564,241134,244128,245340,245578,247154,248215,249980,250827,254234,258146,262093,264858,267426,271633,277926,285933,292785,300316
