HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Single-family Residences,32.77003,-96.69,-10763481.564801622,3864818.92357441,1180,75227,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,54871,54907,55049,55273,55508,55591,55661,55768,55885,56027,56130,56323,56345,56440,56400,56491,56549,56844,57152,57414,57722,58116,58550,58813,59179,59462,59752,59799,59950,60095,60310,60542,60737,60644,60602,60570,60928,61446,62134,62937,63560,64012,64297,64561,64691,65089,65430,66000,66183,66416,66360,66183,65991,66143,66508,66846,67288,67675,68149,68515,68892,68833,69068,69459,70168,70288,70314,70392,70492,70487,70329,70317,70283,70543,70538,70661,70675,71274,71891,72605,73143,73686,74269,74780,75063,75164,75180,75174,75236,75103,75015,74746,74835,75109,75359,75522,75954,76932,78303,79468,80206,80618,81117,81851,82196,82426,82621,82874,83434,83326,83269,82832,82609,82765,82845,82845,82790,82465,82582,82495,82450,82606,82454,82681,82843,83064,82828,82513,82495,83016,83048,83053,82717,82581,82559,82596,82806,82812,83039,83238,83306,82984,82660,82363,81787,80563,79307,78265,77371,76385,75346,74397,73331,72335,71239,70445,70228,70478,70782,70456,70062,69522,69563,69460,69783,69845,70212,70227,69866,69520,69177,69359,69249,69168,68350,67556,66305,65686,64954,64874,64467,64028,63294,62674,62186,61890,61625,61348,61224,60848,60591,59771,59597,59374,59432,58959,58426,58003,58263,58975,59522,59812,59955,60308,60664,61018,61441,62059,62797,63587,64333,64672,65137,65591,66174,66839,66669,66624,66467,67003,67612,68108,67891,68225,68978,70264,71251,71800,73218,74808,76553,78020,79503,81113,82867,83915,84696,85710,87537,89955,92552,94735,97028,98872,101142,103712,107023,110244,113547,116028,118130,119775,120233,121058,121716,123318,124465,125082,125255,125422,125635,126528,127734,129359,131088,132934,134712,136453,138293,140119,141744,143631,144787,146187,147083,148610,150292,151771,153073,153770,154462,155209,156326,157421,159148,158972,159024,157922,158829,159472,160783,161695,162706,163842,164907,165864,166730,168872,171116,173956,175224
One Bedroom,32.968123,-96.78863,-10774461.006178562,3891073.5887598516,1231,75248,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,58620,58485,58596,59178,59839,60519,60506,60856,60840,61451,61626,62075,62200,62961,63521,63978,63843,63596,63998,64047,64961,64813,64963,64738,64834,64744,64557,63525,63291,63087,63401,63270,62497,61785,61423,61035,60950,60295,60201,60079,59766,59545,59317,59387,59439,59830,60419,60823,60827,60813,60387,60338,60371,60774,60749,60439,60183,59866,58874,57962,57203,56988,56826,56695,56544,56300,56182,56147,56127,56135,56450,56856,57296,57589,58113,58713,59332,59506,59814,60202,60880,61262,61901,62246,62216,61902,61588,61578,61744,62266,62651,62869,62941,63417,63757,64068,64913,66288,67809,68656,68725,68697,68813,69503,69792,70361,71086,72704,73945,74545,74701,74620,75203,75519,76084,76064,76282,75617,74679,73058,71912,70842,69808,69136,68417,68094,67332,66893,67243,68118,68571,68202,67633,67697,67998,68544,69355,70300,71006,71269,70552,69785,69493,70108,70739,70583,70569,70323,69861,68832,68172,68073,68004,67848,67452,67422,67203,67442,67386,67413,67768,68002,68582,68338,68532,68384,68744,68878,68988,68763,68291,68414,68102,68208,67428,66846,66055,65561,65093,64538,63917,63377,63069,62140,61028,60191,59942,60365,60612,60857,60697,60163,60278,60254,60231,59821,59780,59697,59648,59424,59270,59217,58919,58969,58735,58909,59443,60320,61292,61644,62338,62676,63267,63557,64571,65577,66666,67605,68100,68167,68113,68693,68742,69109,69122,69606,69831,69991,70033,70002,70256,71213,71691,72169,72533,73383,74431,75674,76593,77589,78147,78966,79621,80283,81298,82176,83361,83710,84559,84976,86141,87213,88237,88921,90013,92145,94939,97301,99788,101848,103709,105318,106743,108745,110712,112989,114541,115494,115860,116368,116155,116671,116704,117336,117517,117905,119211,120651,122205,122393,122048,122224,123471,124294,123995,123267,123592,123320,123335,122997,123840,124718,126173,127282,127888,128561,130403,132392,133884,135721,136915
Two Bedrooms,32.968123,-96.78863,-10774461.006178562,3891073.5887598516,1231,75248,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,105118,105252,105336,105566,105661,105793,105872,106031,106051,106074,106173,106297,106269,106093,106034,105972,105905,105669,105542,105493,105835,106333,106723,106855,107022,107212,107322,107280,107689,108135,108621,108750,108738,108196,107694,107580,108074,108846,109542,110445,110917,111733,112174,112782,112877,113780,114573,115390,115397,115706,115977,116028,115977,115862,116342,116591,116900,116543,116730,116894,117370,116775,116747,116613,116955,116691,116376,116262,116343,116749,116627,116610,116410,116863,116610,116943,117074,117870,118556,119390,120088,120335,120665,120899,120753,120310,119945,119925,120284,120553,120391,120040,119935,120454,120714,121316,122236,124326,126572,127745,127671,127239,127655,128118,128394,128705,129703,130328,131308,130662,130414,130286,131366,132734,133696,134478,134777,134042,133209,132240,132086,132930,133498,133883,133817,133597,133068,132582,132956,134549,135665,136448,136007,135459,135363,135728,135893,136001,136018,136971,137735,138263,138414,138733,139105,138509,137501,136340,135961,135791,136109,135855,134943,133422,132241,131879,131930,132601,133012,133592,133891,133801,133876,133408,133730,133965,134621,134652,133919,133162,132479,132109,131432,130752,129539,128137,126313,125109,124209,123563,123032,122271,121517,120579,119676,119074,118612,118468,118408,117956,117288,116573,116551,116924,117263,117148,117197,117259,117795,118308,118876,119480,120112,120541,121128,121545,122592,123898,125094,126029,126985,128821,130883,132867,133865,134784,135147,135851,135838,135649,135518,136288,135885,135863,135344,135560,135803,136337,137453,138539,139941,141631,143198,144105,145722,146384,147440,148147,149622,151163,151838,152075,152298,153084,154526,156082,157772,157859,158061,158511,160303,161638,163024,164868,167154,169643,171603,173601,175485,178796,182945,186826,189638,192158,194525,196976,198545,199205,199349,199527,199828,200408,198369,197250,195883,197149,198333,199406,200490,200901,202113,202508,203552,204022,206034,205209,204557,201968,201799,200989,200768,200908,200858,201462,201628,201895,202165,204247,206665,209579,211006
Three Bedrooms,32.968123,-96.78863,-10774461.006178562,3891073.5887598516,1231,75248,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,186434,186660,187222,187864,188492,188628,188988,189486,190185,191058,191776,192279,192334,192611,192718,193289,193480,194402,194963,195535,195697,196017,196419,196830,197649,198234,198571,198332,198727,198995,199139,198938,199252,198695,198368,198234,198798,199284,199740,200570,201291,201781,202684,203566,203613,204123,204450,205506,205619,206333,206667,206935,206856,207405,207799,207853,208070,208226,208554,208169,208037,207055,206866,206570,206887,206066,205298,204995,205191,205719,205820,206028,206048,206315,206476,206822,207045,207804,208665,209431,209760,209603,209895,210600,210806,210551,209624,209219,209171,209373,209536,210021,211010,212034,212368,212195,212903,215624,218921,221558,222500,222818,223368,223760,223794,224290,225899,227983,230376,230130,230063,229159,229626,230635,231770,233021,234030,233870,233414,232529,232279,233749,234693,235858,236709,237620,237864,237565,237811,239569,240940,241721,241441,240433,239921,239673,239404,238747,237944,238051,238296,238286,238922,240137,240516,239032,237370,236477,236675,237197,238918,240234,240546,239470,236533,234280,232993,234927,236777,238450,239280,239839,239706,239686,240510,242300,245169,246644,247576,247200,247104,247113,246661,246293,245019,243471,241261,239424,237745,237900,238964,239163,238046,236206,235289,234342,233762,233154,233342,233324,233267,232178,231281,232590,235129,237043,237875,238950,241460,244083,245997,247118,248479,250083,251522,251312,251486,252719,254489,256068,258048,260013,262554,264996,267788,270223,272280,274758,276973,278915,281668,284717,285153,286691,287766,291207,293319,296095,298292,300487,302554,305312,307062,308691,311245,312974,315500,317202,320110,322158,323736,324928,326253,329058,333087,337700,342659,345992,348591,350107,352712,355311,356778,358238,359677,361603,363262,364521,365428,365395,366960,369660,372911,375449,379172,383437,387280,389709,391851,393500,394806,398163,398576,399269,397642,399169,400954,402730,403757,403791,403006,402461,402122,402096,402527,399843,397772,394814,395563,395886,397303,398135,399832,401683,403567,404426,406001,409665,413956,417780,418590
Four Bedrooms,32.968123,-96.78863,-10774461.006178562,3891073.5887598516,1231,75248,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,215177,215017,215296,215685,216254,216626,217187,218021,219107,220190,221294,222291,223169,224386,225223,226278,226629,227324,227116,227050,226759,226935,226974,227131,227323,227149,227015,226454,226737,226768,227989,228557,229412,229105,228927,228549,228788,229591,230571,231510,232312,233459,234263,234620,233746,234071,234691,236202,236692,237431,237927,238587,238695,238894,238939,239142,240030,240739,241358,241147,241064,240027,239822,239345,239554,238327,237505,237542,238251,238987,239367,240260,241064,241767,241804,242257,243243,245571,248036,249716,250454,250617,251225,251805,252034,252146,252007,252629,252865,252994,252429,252425,252897,253481,253554,253941,255308,258475,262020,264075,264932,264716,265032,265059,265288,266640,268628,269988,271857,271690,272039,271412,271558,273440,275629,278219,279456,279153,279281,279487,280020,281577,282634,284584,286540,287537,287598,286686,287293,289376,290952,291979,292059,291719,291551,291355,291262,290939,290722,291760,293147,294166,295631,297109,297640,296007,294456,294164,294947,296662,299069,300702,299931,298067,293968,291694,290336,292647,294468,295637,295931,295015,294039,293737,295875,298247,301630,302576,302723,301517,301048,301154,300660,300430,299235,297226,293906,291315,289130,289645,291121,291935,290684,288031,286289,284939,284427,284672,285438,285954,285823,284165,283287,284659,288143,291298,292929,294233,296477,298212,300057,301093,303922,306876,307613,306404,305368,307320,310665,314341,318206,321740,325466,329852,334180,338410,345143,352342,359015,362543,366782,371677,373912,377909,380470,384394,385702,388224,389802,391963,394607,399016,402249,404855,408338,410802,415145,418921,424555,428295,430000,430321,430976,433601,437738,441985,446810,448882,449725,450101,452438,455094,456901,458887,460501,462694,464816,465964,466231,466616,469922,473645,477119,479628,483828,488791,492771,495167,496025,497759,499917,504340,503968,504084,502202,504475,506511,508713,509853,509919,510204,511156,511247,511012,511858,510108,509433,506865,508609,509181,511949,514045,516833,518952,521672,523557,526377,530994,535918,540721,542146
Five Bedrooms And More,32.968123,-96.78863,-10774461.006178562,3891073.5887598516,1231,75248,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,279931,279688,279860,280244,280997,281476,280999,280652,280734,281898,282460,283214,283770,284862,285568,286068,286204,286077,286800,287757,288759,288919,289593,289767,289753,289349,289044,288633,288151,288608,290193,291117,291518,290118,289383,288623,289398,290367,291477,292474,293343,294649,295116,295743,295086,296544,297761,300457,301351,302753,303958,305361,306655,307678,308686,309497,311437,313176,314698,314393,314320,312716,312199,311246,311245,309979,309322,309506,309682,310327,310819,312596,313663,314735,314853,315869,317306,318443,319388,319715,321392,321468,321392,320545,319977,319666,319073,319311,318912,320236,320554,321258,320297,320248,320721,322349,324852,329228,334479,337913,340077,339933,340689,340891,341566,342282,343148,343327,345651,344989,344815,343222,343295,345384,348118,350952,353010,354104,356185,357523,357273,359517,361183,364066,365437,366660,366562,366903,367973,371189,372069,372649,372562,372218,371659,370848,370222,369580,368506,368165,368655,369016,369531,370124,369427,366790,364648,364113,366580,369221,374079,377087,377584,376360,376297,378695,381850,386006,389249,392193,392584,391412,388853,387736,389377,391313,393407,392985,392538,391783,391340,391494,391425,392230,392331,392671,391523,390739,388109,387561,387217,387002,385934,383977,383443,382415,381817,380233,379208,378284,378082,376602,376004,377301,380090,381571,380832,380997,383272,386484,389057,389816,391460,393244,396339,397633,399025,401044,404359,407002,409799,410752,413009,415826,420173,424689,426896,429606,432233,435632,440402,445720,446998,448186,448068,451478,453936,456717,459669,463334,467271,472622,475900,479121,483131,489622,497514,503997,509713,514853,519789,523220,525688,527913,531479,536825,544229,551935,557561,563012,567222,570593,571946,573804,576922,581481,587779,590887,592840,590635,593312,595636,600485,604721,611271,618486,624155,627261,628351,629940,632029,635505,634151,634705,634000,638181,640384,642710,643904,643940,644072,644455,644128,644122,644252,639910,635989,629919,630146,628948,629427,629693,630597,631732,633341,634917,637822,643428,649110,654686,656503
Condominium and Co-operative Homes,32.968123,-96.78863,-10774461.006178562,3891073.5887598516,1231,75248,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,70622,70463,70633,71086,71630,71880,71677,71745,71706,71775,71773,71759,71618,71572,71445,71160,70484,69906,70151,70295,70916,71285,71405,71516,71461,71849,72106,72268,72913,73946,74428,74414,73837,73445,73535,73726,74481,74917,75345,75402,75177,75122,75343,75709,75993,76340,76799,77037,77251,77556,77828,78164,78586,78898,79116,78930,78652,78188,77826,77767,77631,77220,77041,77070,77107,76857,76443,76569,76854,77614,78017,78417,78534,78914,78983,79084,79074,79385,80140,80862,81710,81837,82216,82352,82453,82254,82375,82857,83907,84730,84767,84496,84259,84748,84904,85281,85901,87266,88535,89142,88766,88317,88529,89248,89705,90300,91197,92150,93055,93010,92895,92398,92570,92930,93575,93738,93785,92760,91939,90899,90340,90239,90069,90317,90247,90287,89631,88953,88755,89551,90007,90436,90472,90609,90636,90796,91063,91090,90958,91401,91728,91755,91827,91522,91316,90195,89897,89203,88505,87536,87418,87285,86750,85769,84504,84065,83551,84081,83952,84394,85377,86559,87376,87221,87380,87713,88489,88923,89140,89021,88612,88219,87321,86639,85622,84926,84305,83901,83575,83213,82646,81814,81435,80976,80477,79805,79369,79408,79331,79141,78679,78105,78269,78735,79019,78729,78364,78262,78304,78220,77975,78101,78201,78638,79009,79563,80529,81795,83392,84435,85564,86469,87784,88670,89944,90682,91035,91086,90750,90578,90230,90706,90958,91862,92406,92698,92728,93162,94705,96437,98342,99973,101294,102314,103213,104009,105074,107054,108757,110246,110155,110056,110003,110751,112300,113622,115270,116241,117838,118893,120658,122304,123902,125184,126756,128930,131064,133162,135248,136947,138040,138990,139940,141451,143269,145457,146994,147851,148553,149264,149249,149670,149409,149727,149484,149911,150873,151975,152991,153400,153615,154293,155370,155872,155954,155879,157253,157268,157558,156964,157779,158400,159238,159702,160164,160894,162367,163709,164178,165245,165753
Single-family Residences,32.968123,-96.78863,-10774461.006178562,3891073.5887598516,1231,75248,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,217816,217606,217907,218283,218819,218983,219201,219548,220233,221065,222038,222860,223526,224597,225225,226002,226136,226967,227182,227611,227693,228179,228427,228674,228924,228779,228725,228232,228511,228436,229370,229881,230604,229898,229257,228720,229010,229653,230374,231268,232170,233223,234056,234439,233822,234421,235157,236735,237191,238089,238615,239152,239132,239386,239426,239511,240133,240753,241388,241110,240916,239766,239597,239135,239365,238272,237535,237634,238344,239034,239249,239935,240497,241062,241002,241509,242281,244153,246245,247736,248366,248301,248768,249384,249664,249640,249180,249316,249414,249597,249023,248882,249355,250243,250525,250648,251723,254860,258528,260948,261821,261648,262158,262469,262721,263646,265421,267097,269191,268889,269113,268352,268651,270350,272249,274440,275538,275173,274965,274650,274912,276499,277482,279105,280613,281410,281333,280421,280920,283061,284646,285602,285482,284929,284604,284422,284247,283865,283375,284000,284845,285420,286725,288324,289039,287478,285899,285261,285877,287213,289606,291287,291038,289389,285622,283270,281918,284100,285963,287518,288221,288053,287601,287705,289661,292040,295305,296343,296556,295552,295154,295236,294667,294355,293031,291181,288281,286085,284077,284642,286073,286776,285713,283416,281942,280490,279674,279111,279065,278955,278722,277119,276476,278055,281282,283686,284713,285864,287964,289955,291808,292814,294906,297145,299040,299077,299519,301276,304013,306727,309870,312994,316422,320155,323739,327148,328869,331076,332653,335034,338438,342475,344120,347210,349322,352923,354411,356686,359392,362232,365572,369001,371402,373314,376210,377496,380281,382453,386800,389628,391443,392383,393458,396074,399936,404136,408307,410845,412216,413214,415173,417705,419418,421411,422914,424686,426365,427486,428462,428686,431423,434667,438472,441253,445429,450149,454346,456978,458361,459507,460620,464220,463835,464104,462312,464295,466089,467878,468885,469149,468866,469491,469521,469900,471059,469131,468072,465157,466524,466923,469089,470491,473014,475126,477725,479035,481190,485399,489967,494592,495939
One Bedroom,32.710082,-96.7972,-10775415.014214661,3856885.1220620153,1290,75216,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111036,111220,111620,112487,113103,113189,112861,112704,113080,113892,115140,115440,115016,114058,113939,113021,112836,113325,115547,116892,117262,116071,114688,114192,115595,117938,118542,119618,119276,118954,116607,115546,114400,114646,114249,114743,112974,110815,108917,107840,107749,107243,106444,104847,104295,103863,103042,101261,100996,101223,101650,101301,100666,99693,99111,99094,98003,96255,95250,94397,93704,92221,90718,88763,85865,83851,82270,81482,80944,80338,79186,78899,78460,77972,76951,76065,77253,78019,79218,79047,79247,79119,78610,77154,75867,75930,76728,77415,76331,75070,72960,71696,70185,69871,70263,70886,70734,69440,68814,69036,69383,69760,70324,70899,71202,71158,71764,72503,73435,74145,74230,73996,74596,75475,76284,76768,77749,78832,78791,78096,77202,76494,75336,73875,72471,71538,71329,71247,71385,70676,69408,68594,69112,70721,72339,73438,73956,73682,72648,71271,69851,68604,69060,69364,69012,67790,67362,67855,68599,69364,70669,72240,73314,74984,75876,77346,78581,79994,81011,81998,82823,84051,85107,86356,87963,88891,89945,90436,91056,91895,92716,93740,93895,93722,93382,93539,95184,97710,100686,103098,105460,107788,110129,111975,114555,117148,119810,121771,122107,121732
Two Bedrooms,32.710082,-96.7972,-10775415.014214661,3856885.1220620153,1290,75216,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,49981,49583,49667,49681,49949,50177,50069,50109,50083,50587,50822,51003,50942,51357,51318,51584,51655,51812,52178,52435,53138,53346,53531,53964,54599,55404,56149,56124,55910,55671,55934,56098,55915,55435,55777,55749,56034,55736,56167,56845,57458,58112,58741,59316,59368,59415,59390,59695,59903,60438,60538,60484,60450,60410,60855,61846,63545,65000,65091,64974,64813,64605,64797,64672,64639,63485,61863,59774,58098,56898,56891,56856,56520,55585,53801,52804,52372,53360,54110,54586,54542,54566,54494,54222,54004,54415,55454,55992,55974,55385,55049,55003,55242,55418,55293,55112,54791,54567,54490,54703,54624,54509,54417,54781,54769,54714,54778,55209,56035,56298,56584,56421,56771,57194,57723,57942,58062,58065,58180,58148,58151,58461,58404,58414,58219,58257,57875,57410,57420,57930,58120,58143,57719,57383,57120,57301,57626,57486,57542,57487,57182,56390,56035,55697,55756,55279,55167,54290,53441,52675,51973,51570,51274,51157,50427,50093,49733,49761,49469,49731,50003,49772,49640,49280,49196,48845,48913,48510,47950,47355,46516,45585,44461,44149,43761,43302,42240,41036,40001,39399,38858,38262,37986,37751,37604,37243,37051,37046,37373,38096,38401,38405,38141,38301,38820,39571,40317,40805,40926,40863,40811,40937,41505,42082,43079,43561,43575,43280,43034,43649,44864,46185,47269,47780,48186,48553,49111,50277,51307,51908,52113,51680,51085,51017,51683,52423,52944,53664,54228,54369,54453,55227,56226,57289,57467,57074,56158,56009,56058,56294,56101,55662,55695,56445,57892,59409,61102,62502,63318,63568,63847,64347,65150,66775,68129,68310,67691,66982,67249,67908,69171,70788,72572,74081,75675,76548,77422,78261,79590,81190,82765,84246,86422,88141,89989,91313,92740,94721,96822,99321,101291,103132,105006,106739,107983,108689,109242,110260,112019,113846,115645,117026,118824,120618,122087,123617,124926,126939,128973,131061,132398
