HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Two Bedrooms,29.422583,-98.56584,-10972299.118411276,3429542.1175306756,3852,78237,TX,San Antonio,San Antonio-New Braunfels,Bexar County,31787,31605,31495,31189,30952,30726,30606,30456,30419,30409,30536,30532,30295,30124,30020,30300,30454,30654,30857,31121,31333,31340,31386,31458,31968,32320,32519,32308,32213,32218,32040,31932,31698,31865,31704,31896,32067,32446,32938,33316,33823,34031,34341,34621,35027,35397,35800,36098,36032,35969,35909,36181,36120,35918,35702,35499,35338,34830,34589,34242,34349,34162,34079,33573,33327,33276,33205,33221,33139,33500,33582,33756,33829,34115,34305,34637,34801,35346,35885,36560,36767,36958,37094,37117,36746,36615,36585,36796,37236,37428,37672,37671,38097,38433,38874,39496,40457,41081,41661,42251,42771,43005,43271,43491,43874,43630,43908,43989,44518,44673,44908,44806,44774,44730,44699,44823,44886,45664,45685,46081,45726,46279,46568,46889,46840,47053,47273,47468,47758,47880,48180,48043,48388,48462,48614,48868,49371,50087,50753,51195,51236,51057,51122,51548,51779,51754,51327,50821,50353,49823,49532,49391,49604,50294,50815,50903,50554,50541,51473,52812,53853,54445,54701,55212,55960,56105,56190,56185,56984,57295,56985,56400,56275,56319,56142,56129,55824,55513,54787,54423,53906,53752,53657,53389,52718,52229,52617,52498,52404,52296,52669,52962,52976,52936,52636,52597,52616,52545,51614,50563,49304,48608,48298,48069,48149,48110,48669,49072,49610,49876,50188,51019,51879,52593,52825,53545,53791,53942,53382,52934,52788,53103,53889,54406,55027,55347,55673,55503,55484,55751,56198,56719,57175,57642,58084,58565,59273,60430,61480,62211,62876,63221,64593,65702,66335,66368,66071,65613,64986,64302,64153,64275,64823,65530,64970,64497,64537,65481,66224,66650,66594,66184,66033,66401,66537,66805,67237,68284,68697,69115,70316,72750,75683,78581,80686,82453,84033,85072,85688,86380,87726,89163,89333,88541,87628,86586,85629,84589,84235,84468,85141,85431,85623,85683,86439,87465,88636,90295,92522,95128,97645
Three Bedrooms,29.422583,-98.56584,-10972299.118411276,3429542.1175306756,3852,78237,TX,San Antonio,San Antonio-New Braunfels,Bexar County,52075,52037,51961,51877,51625,51446,51322,51523,51883,52261,52692,53028,53213,53255,53425,53820,54509,55094,55607,55718,55701,55684,55592,55653,55992,56636,57123,57116,57090,57181,57374,57564,57672,57763,57999,58284,58601,58628,58714,59049,59417,59713,59948,60115,60296,60652,60844,61018,60980,61095,61250,61276,61052,60800,60591,60781,60887,60716,60499,60303,60117,59842,59474,59024,58757,58530,58574,58332,58238,58200,58180,58111,58107,58295,58550,59000,59397,59788,59740,59881,59866,60132,60498,60942,61066,60805,60557,60227,60044,59958,60251,60481,60617,60698,60755,61017,61655,62648,63540,64523,65347,65926,66390,66699,67443,67816,68364,68473,68767,68842,69060,69314,69619,70062,70094,70334,70303,70630,70530,70679,70609,71029,71394,71420,71226,71193,71575,71899,72205,72552,73226,73776,74327,74315,74214,74259,74697,75076,75389,75949,76427,76696,76385,76541,76558,76708,76479,76268,75925,75471,74801,73796,72998,72450,72409,71773,71084,70646,70934,71377,71395,71316,71594,71555,71679,71349,71409,71229,71367,71221,70629,69929,69622,69490,69126,69056,69098,69154,68655,68285,67599,66996,66631,66445,66194,65699,65587,65515,64815,64090,63389,62988,62430,61771,61324,60874,60579,60353,59690,59460,59308,59395,59383,59591,60488,61551,62276,62894,63109,63644,64061,64422,64703,64967,65292,65567,65561,65409,65172,64614,64658,64527,64892,64201,64243,64496,65551,66079,65828,65733,65709,66500,67220,68012,68570,69495,70148,70901,70884,71235,71892,72547,73769,74643,75401,75808,76108,76731,77338,77896,78695,79368,80971,82500,83058,83008,82641,83033,83587,84809,85253,85347,85372,86130,86137,85982,86333,87761,89578,91069,92769,94067,95815,97752,99442,101011,102752,104725,106214,107479,108576,109513,109683,109534,109812,109576,109654,109775,110379,110965,111566,111921,112300,112850,113871,115233,116240,117699,119107,120446,121568
Four Bedrooms,29.422583,-98.56584,-10972299.118411276,3429542.1175306756,3852,78237,TX,San Antonio,San Antonio-New Braunfels,Bexar County,58744,58772,58721,58652,58445,58333,58115,58195,58216,58529,58633,58778,58585,58473,58498,58757,59173,59495,59961,59994,60096,59873,59997,60070,60793,61272,61604,61451,61387,61288,61311,61526,61905,62156,62344,62533,62468,62482,62534,62930,63397,63960,64312,64392,64247,64253,64261,64335,64375,64502,64624,64606,64112,63518,63214,63255,63294,63202,63122,63082,62904,62531,62155,61797,61742,61799,61744,61740,61845,62214,62445,62431,62233,62291,62469,63011,63370,63633,63634,63776,63856,64002,64331,64975,65811,66178,66431,66054,66104,66213,66840,67263,67624,67898,67992,68134,68562,69367,70162,71184,72024,72858,73541,73989,74505,74564,74661,74663,74699,74936,75066,75396,75549,75770,75509,75470,75348,75722,76170,76582,77003,77332,77829,77861,77800,77731,78083,78546,79207,79706,80280,80662,80978,80939,80685,80809,81251,82043,82681,83371,83694,84113,84039,84381,84345,84502,84648,84768,84701,84232,83646,82891,82168,81618,81444,80993,80685,80607,80759,80801,80730,80455,80357,79694,79635,79050,79031,78758,78886,78578,78227,77830,77575,77144,76881,77226,77435,77620,77058,76897,75977,75174,73988,73505,73020,73010,72662,72435,71723,71288,70824,70262,69542,68967,69045,68978,68905,68541,68292,68089,68016,67883,67711,67607,68455,69548,70266,70463,70516,70808,71141,71357,71833,72529,73533,74382,74904,74925,75121,75242,75800,76213,76786,76794,77156,77469,78357,78840,78711,78782,78808,79382,79687,80377,81268,82605,83350,84103,84022,84616,85336,86207,87220,88287,89703,90632,90995,91041,91297,91687,92254,92694,94056,95368,95964,95910,95563,96055,96597,97925,98438,98591,99040,99847,100385,100548,101678,103545,105526,106706,108202,109553,111591,113779,115512,117357,118946,121038,121795,122450,122926,123809,124294,124131,124316,124072,124776,125204,126045,126241,127125,127816,128618,129337,130148,131331,132019,133040,133443,133917,134225
Five Bedrooms And More,29.422583,-98.56584,-10972299.118411276,3429542.1175306756,3852,78237,TX,San Antonio,San Antonio-New Braunfels,Bexar County,73928,73755,73499,73045,72597,72407,71898,71662,71299,71493,71418,71481,71228,71137,71143,71441,71678,71604,71977,72030,72314,72038,72266,72321,72930,73211,73593,73474,73565,73643,73978,74473,75056,75297,75410,75573,75683,75943,76042,76452,77049,77922,78247,78226,78085,78381,78665,79014,79240,79644,80081,80314,79647,78870,78751,79114,79092,78942,78881,78882,78563,77660,76929,76385,76671,76855,76636,76381,76399,76612,76600,76440,76165,76354,76515,77103,77135,77296,77257,77529,77915,78202,78778,79468,80636,81455,81890,81165,80629,80348,80839,81201,81223,81331,81035,80929,80757,80987,81512,82990,84991,86470,87398,87600,88058,88142,88609,89161,89889,90583,91179,91295,90747,90337,89953,90033,89980,90347,90712,90919,90970,91265,91538,91607,91507,92000,92670,93478,94530,95049,95716,95493,95897,95586,95450,95560,96262,96962,97486,97899,97906,98531,98668,99748,99616,99835,99901,100327,100413,99727,98971,97922,97023,96044,95422,95056,94891,95033,95251,95358,95521,95660,95550,95547,96098,96680,97174,96949,97487,97618,97668,97282,96886,96318,96422,97203,97777,97615,96956,96972,96002,94844,93359,93059,93171,93579,93368,92406,91055,90209,89830,89315,88668,88295,88398,88080,87359,86654,86222,86196,86294,86524,86466,86083,86348,87287,87947,88224,87896,88064,88316,88679,89225,90000,91351,92739,94394,94695,95653,96066,97869,98847,100193,100892,101800,102099,102532,102829,102488,102812,102741,103497,103791,105041,106245,107571,108159,109112,109677,110809,112362,114244,115843,117233,118437,119331,119229,119134,120282,121693,122795,122834,122724,122290,121474,121062,120732,120745,121313,122542,122885,122522,122358,122708,123270,123712,125611,127037,128591,129294,130578,132172,132535,133199,133716,135979,137981,139817,140038,140359,140364,141264,141368,140643,140387,140013,141013,141095,141925,142094,143126,144180,145464,146500,147770,149422,151557,153888,155237,156449,157269
Single-family Residences,29.422583,-98.56584,-10972299.118411276,3429542.1175306756,3852,78237,TX,San Antonio,San Antonio-New Braunfels,Bexar County,39576,39532,39479,39390,39220,39080,38972,39031,39205,39402,39650,39807,39800,39725,39717,39964,40339,40695,41038,41163,41214,41162,41126,41184,41563,42041,42420,42371,42340,42375,42398,42472,42458,42628,42729,42943,43128,43285,43514,43827,44184,44436,44750,45013,45303,45622,45878,46121,46125,46179,46258,46423,46319,46125,45939,45991,46033,45777,45604,45399,45342,45129,44859,44393,44119,43983,44103,44074,44039,44093,44058,44028,44033,44223,44455,44822,45081,45412,45168,45140,44918,45117,45285,45488,45408,45202,45015,44885,44971,45032,45420,45614,45843,45932,46116,46467,47076,47742,48357,49057,49644,50021,50414,50710,51369,51567,51992,52073,52420,52553,52798,52915,53023,53212,53227,53508,53586,54087,54127,54456,54383,54857,55186,55373,55322,55434,55700,55912,56146,56361,56758,56942,57329,57347,57340,57429,57779,58248,58701,59305,59702,59879,59763,59993,60086,60146,59817,59476,59163,58744,58306,57146,56241,55646,55809,55574,55133,54959,55552,56351,56778,56913,57109,57878,58879,59489,59642,59493,59777,59765,59405,58852,58678,58714,58589,58482,58354,58174,57709,57438,56999,56677,56407,56196,55853,55404,55476,55399,54807,54192,53809,53776,53512,53116,52695,52393,52200,51993,51176,50583,50107,49913,49835,49790,50303,50916,51628,52224,52573,53097,53584,53877,54007,54135,54400,54877,55040,55125,54823,54349,54362,54439,55003,55342,56248,57166,58119,58528,58442,58501,58717,59535,60379,61253,61906,62641,63336,64329,64816,65365,66047,66701,68108,69153,69917,70172,70325,70818,71295,71666,72230,72778,74264,75760,75983,75694,75253,75801,76417,77323,77518,77312,77333,78040,78069,77907,78375,79944,81697,83086,84807,86423,88353,90336,92071,93699,95276,96820,97904,98971,100071,100984,100994,100482,100264,99713,99398,99161,99515,100132,100741,100907,101060,101410,102315,103670,104892,106567,108244,109866,111345
One Bedroom,29.627332,-98.42781,-10956933.68909708,3455736.230012053,4055,78259,TX,San Antonio,San Antonio-New Braunfels,Bexar County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290837,290494,289758,289636,289438,289558,287903,287401,287584,288161,287607,286652,286254,286102,286013,284100,281489,279106,279365,277461,274421,271674,271542,271748,271181,270427,270353,270977,272771,273442,272838,273295,273963,273301,271356,270196,269521,268691,268045,267584,267008,266385,267498,268406,270210,271951,272498,271783,270644,270255,270444,270431,271074,272732,273961,274553,272073,271105,272546,276603,280657,283331,284518,286457,287470,289287,288758,288236,289795,290622,290761,288446,288286,289000,290959,292031,294272,294581,296722,299924,303804,306927,308804,311696,313220,315985,317897,319161,319109,319774,320132,318673,315893,314961,314587,316726,318324,319740,319898,321500,325360,328731,330993,333350,337543,341130,346496,346358,344435,341204,340360,340929,339557,340861,345074,348613,350726,352826,353775,357084,360773,363965,367847,370661,372757,371785,366943,365449,364094,363132,361584,361992,365398,369876,372708,375544,376269,376774,378779,382410,385975,388607,390891,393149,392935,393648,393477,393526,395832,399229,402628,403150,403790,404996,406974,407632,408693
Two Bedrooms,29.627332,-98.42781,-10956933.68909708,3455736.230012053,4055,78259,TX,San Antonio,San Antonio-New Braunfels,Bexar County,143063,143167,143114,143245,143488,143943,144244,144485,144742,145414,145884,146372,146450,146610,146895,146902,146727,145958,145461,145144,145188,144996,145294,145341,145874,146050,146536,147008,147240,147802,148231,148611,148457,147625,146947,146341,146253,146251,146106,146514,147611,149050,150533,151653,152424,153548,153314,154089,153844,154853,155311,155691,155398,154376,153043,151746,151256,151396,152742,153060,153535,152540,151955,150950,150639,150488,150949,151293,151802,151764,151691,151729,151902,152908,153765,155055,155014,155835,155771,156833,156861,156649,155830,155203,154709,153625,152828,151774,151840,151334,151588,151475,151621,152199,152769,153731,155651,158257,161247,164090,166640,168525,170062,170785,171557,171734,172687,173390,173273,173390,171876,171100,168737,168523,167722,168519,169853,172107,173981,175134,176440,177790,180014,182105,185299,188100,191208,192181,192706,192245,191867,191701,192120,191868,192334,191709,192691,191492,191380,192088,192929,194012,194769,196332,196155,195651,194664,194750,193809,193449,192571,192284,192082,191907,191464,190441,189915,189644,189121,188454,187531,187221,186759,185499,184242,183178,182981,182609,182453,182278,182368,182285,182212,182003,181750,181927,181874,181408,180248,179554,179249,178897,178666,178203,178061,177356,177129,176804,177128,177496,177796,177805,177335,177518,177669,178368,178817,179813,180289,180882,180625,180933,181796,182937,184420,184837,185118,185085,185222,185869,186444,187033,187708,188085,188523,188686,189223,190240,191287,192074,193137,193368,193980,194109,195350,196713,198099,199062,199553,200869,202475,204284,205364,207013,208489,209736,209960,210181,210321,211513,212241,212339,212097,212934,214666,215874,216806,218554,220785,222524,223997,225633,228470,230960,232378,232548,232080,232668,233687,234711,234812,235548,236663,236802,235901,234997,236420,238105,240100,241158,241949,242828,243322,243891,243720,244961,246245,248192,248604,250019,250832,252053,252392,252403,252489,252300,252552,252059,252498,252682,253663,253470,253815,254245,255517,257085,259073,261255,263557,266134,268361
Three Bedrooms,29.627332,-98.42781,-10956933.68909708,3455736.230012053,4055,78259,TX,San Antonio,San Antonio-New Braunfels,Bexar County,154087,153719,153308,152874,152577,152504,152295,152178,152183,152206,152309,152418,152396,152483,152731,152874,152753,152372,152361,152543,152716,152998,153175,153285,153683,154088,154690,154726,154956,155191,155423,155294,155185,154903,154861,154945,155037,155279,155457,156358,157606,159044,160038,160871,161316,162006,162466,163230,163796,164258,164486,164546,163565,162394,161343,161165,161332,161636,161909,161866,161468,161023,160648,160243,160237,160169,160326,160075,159766,159311,159106,159206,159474,159700,159800,159944,160279,160772,161222,161772,162383,163017,163694,163880,163798,163202,163138,163253,163788,164057,164598,165379,165926,166204,165754,165993,167168,169398,171130,172636,173388,174488,174852,174492,174341,174272,175216,175684,176127,176218,176146,175854,175376,175136,175147,175696,176472,177784,178865,179730,180250,181074,182466,184065,185849,187142,188658,189904,191012,191676,192205,193147,194209,194667,194829,194788,195616,196645,197718,198866,199809,200648,201169,201597,200945,200225,199248,199131,198500,197926,197231,196621,195851,195073,194431,193839,193732,193526,193460,192877,192125,191184,190259,189183,188381,187988,188026,187908,187875,188036,188106,188167,188376,188764,189094,189505,189904,189685,188898,188238,187811,187300,186983,186592,186230,185463,185111,184887,185026,185171,185416,185496,185445,185884,186680,187841,188983,190165,190788,191052,190641,190785,191461,192487,193812,194601,195184,195334,195448,196113,196968,198583,200405,201990,202884,203388,203998,204854,205571,206242,207308,208060,208955,209029,209447,210132,211464,212989,213792,215109,216323,217875,218710,219956,221481,223114,224443,225614,226441,227409,228386,228714,229431,230626,232397,233535,233900,234742,235643,236326,237070,238241,240382,242449,243629,243910,243950,244521,245500,246463,247375,248392,249500,249542,249095,248746,249702,250894,252395,253612,254649,255288,255680,256392,256746,258238,259398,261171,261590,262413,262615,262819,262897,262988,263292,263280,263645,263545,264022,263992,264833,265363,266363,267548,268993,270762,272661,274815,277037,279502,282010
Four Bedrooms,29.627332,-98.42781,-10956933.68909708,3455736.230012053,4055,78259,TX,San Antonio,San Antonio-New Braunfels,Bexar County,185449,185463,185463,185481,185366,185328,185206,185390,185480,185752,186011,186271,186516,186623,186726,186678,186558,186270,186184,185971,186011,185887,185753,185749,185949,186286,186496,186562,186978,187555,188059,188243,188356,188457,188699,188723,188564,188605,189056,190251,191849,193408,194840,195826,196519,197036,197511,198264,198945,199378,199665,199708,198368,196806,195360,195221,195342,195718,196199,196454,196463,196630,196630,196247,196269,196555,196934,196881,196875,196982,196984,197304,197737,197925,197974,198384,199183,199800,200414,201005,201373,201767,202327,202555,202187,201334,201200,201553,202325,202917,203621,204638,205581,206268,206297,206806,208342,211057,213176,214783,215288,216366,216910,216816,217220,217635,219198,220233,221424,222359,223019,223361,223749,223846,224295,225309,226580,228062,228685,229063,229351,229882,231162,232821,234746,236856,238810,240637,241790,242825,244204,246156,247691,248165,247920,247311,247614,248057,248916,249325,249326,248852,247853,246993,245455,244345,243200,242800,241831,240708,239326,237919,236609,235847,235406,234788,234124,233311,232489,231455,230307,229140,227885,226714,226024,225624,225745,225612,225963,226370,226946,227425,227943,228415,228711,229323,229744,229249,227850,226804,226321,225804,225402,224796,224339,223551,223374,223082,223265,223624,224341,224544,224134,224384,225349,226820,227940,228872,229253,229548,229341,229621,230513,231852,233687,234548,234932,234755,234849,235757,237013,238820,240562,242212,243051,243620,244178,245272,246217,247144,248691,249793,251039,251087,251640,252193,253609,255099,255933,257370,258560,260089,260451,261593,262766,264493,265655,266955,267542,268484,269461,269719,270399,271625,273880,275151,275550,276249,277227,278103,279055,280395,282669,284873,286178,286434,286084,286147,287060,288159,289535,290506,291752,291666,291002,290461,291479,292995,294629,296052,296976,297683,297589,298002,297884,299305,300618,302522,302779,303438,303629,303970,304069,303898,304172,304155,304736,304687,305098,305022,305906,306505,307669,308968,310748,313015,315500,318313,321156,324324,327642
Five Bedrooms And More,29.627332,-98.42781,-10956933.68909708,3455736.230012053,4055,78259,TX,San Antonio,San Antonio-New Braunfels,Bexar County,217491,217407,217359,216180,214999,213567,212886,212392,212193,212351,212318,212574,214461,215916,217126,217942,218449,219365,219170,219765,220139,220653,221315,221082,218053,214939,211744,211024,211286,211597,212584,212336,212310,211417,210995,211506,212980,215085,217428,219692,222045,225014,227556,229203,229997,230826,231701,232992,234744,236206,236993,236514,234072,231287,228321,228771,229535,231255,231837,231416,231219,230340,229865,228923,229436,229183,229682,228375,228591,228180,228613,228912,228955,229475,230614,231981,233230,234948,236001,237107,236641,237159,238065,239438,239776,239465,239004,239724,240773,241931,243437,245224,246886,247466,246874,246630,248404,251611,254314,255675,255905,256504,257072,257209,258106,258985,261018,262591,263742,264649,265383,266496,268092,269460,270656,272207,274076,276662,278655,280614,282738,285103,288145,291298,294415,297160,299480,301744,303725,305717,308081,310476,311943,311706,311053,310518,310943,312472,314716,317316,318716,319123,318445,318360,317680,317727,317091,316700,315519,313866,312039,309331,306709,304858,303985,302859,301437,299932,298621,297386,296423,295108,293897,291989,291294,290563,290780,290547,291070,291680,292496,293140,293282,293723,293540,294716,295174,295227,293651,292406,291658,290959,290439,289578,289142,288039,288004,287747,288208,288217,288609,288754,288723,289364,290702,292499,294082,295669,296703,297440,297531,298425,300080,302066,303987,304656,304983,304704,304581,305404,306528,308168,309496,310856,311611,312280,313258,314883,316102,317113,318956,319986,321095,321150,322297,323396,324893,326136,326501,327757,328723,330630,331069,332836,334761,337531,339385,340961,341630,342648,343983,344478,345662,347090,349498,350529,350111,349519,349050,348953,349569,351003,353255,355138,355741,355466,354872,354734,355476,356640,358735,360453,362236,361797,360805,359914,361163,362231,363233,363981,365114,365805,364963,364300,363137,364280,365035,367008,367156,368145,368461,368782,368640,368233,368590,368945,370542,371380,372717,372743,373784,374686,376358,378308,380502,383262,386220,389423,392158,395104,398304
