HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Four Bedrooms,29.460381,-98.49649,-10964579.111724762,3434373.7357942844,3434,78212,TX,San Antonio,San Antonio-New Braunfels,Bexar County,270738,271400,271365,270983,270578,270406,271275,272074,272721,274771,276595,278869,280460,281782,283616,284461,284843,284463,283106,282233,282090,280326,279430,278206,279902,280782,281860,284344,287601,291618,295271,298782,301211,302805,303612,304439,302228,301166,299408,300656,302806,305250,306900,307104,308136,310338,313054,315244,317418,319397,321113,321269,318829,316427,314653,315717,316043,316721,316374,317011,317625,318056,319403,319714,320529,321397,323106,323569,323576,322635,322680,322327,323283,324447,325471,326393,328873,330317,330865,330845,331628,333525,335443,337054,337140,335702,334122,333619,333224,333466,334032,335233,336333,336888,336318,336892,339582,344474,348579,352039,353999,356532,358659,360519,362467,363558,366230,367861,369206,370066,371891,373875,375707,376648,377322,377832,379266,382016,384632,386778,388214,390049,392551,395210,397810,400377,403963,408108,411739,414258,416647,419554,423214,425477,426144,425627,427019,429112,430715,433014,433889,435854,435057,435158,433652,432816,432071,431718,430595,429723,429376,426789,424552,421679,421634,420573,419035,416942,415772,416159,416024,415213,413386,412040,411267,411154,411464,411319,411768,412547,412936,412583,411947,411615,411363,412253,412883,412232,409762,408419,407822,407225,405909,404136,402744,400997,400783,401025,402246,403596,405037,405547,405361,406130,408124,411283,414912,418936,421518,422090,420966,420974,422634,425491,429105,431439,433583,434810,435844,437396,439275,443120,448051,452732,456027,457978,460119,462553,465552,467945,471853,474131,476718,476108,477288,478698,482667,485992,488047,491486,493125,495208,494436,496689,499916,507131,510771,514593,514727,517329,519790,520925,524048,529408,536715,540898,542606,542349,545385,547241,551159,554468,560740,567186,571229,573045,573780,575769,578521,581568,583408,585511,588409,589587,588987,587355,588965,590635,593781,596424,599636,601764,601209,601244,600307,602789,603816,606516,606330,607743,607969,608975,608645,608977,610561,611483,612390,611559,612325,611845,612753,613143,614043,614675,616215,618047,620601,623642,627232,631229,635379
Five Bedrooms And More,29.460381,-98.49649,-10964579.111724762,3434373.7357942844,3434,78212,TX,San Antonio,San Antonio-New Braunfels,Bexar County,406327,406742,407022,406398,405983,404470,405211,405882,408801,414258,419323,424105,426229,429039,431399,433193,433897,434572,433320,432411,430774,426742,424558,423119,425820,426622,428187,432511,437789,446277,453584,461648,465151,466902,467268,467353,468262,470173,472117,475818,482049,487588,491419,492589,496348,501044,505561,511499,515736,521039,523541,524236,520075,515574,512882,514370,513672,514518,515089,517800,519021,518550,520004,520080,520637,521658,523360,523424,523766,522741,523478,521369,521037,521431,521757,523230,526509,528156,528429,527968,529889,532808,535142,537369,538237,536206,533749,532345,531815,532083,533273,535660,535962,534435,530963,529789,531622,537784,543541,547314,548863,550855,552535,554707,557687,561766,566797,570456,573034,574264,576202,578824,581313,582864,583363,582107,582354,584846,588640,591479,592738,595055,598719,602371,606406,609772,614919,620312,625089,627342,630004,633927,639740,643680,644632,644236,645708,649688,652851,657255,659341,661336,660025,658451,655239,652334,651230,652704,652945,652765,652974,652329,651686,650423,650689,650871,651021,650563,650552,649996,649894,649086,646345,643084,641116,642421,644771,645901,646015,646625,645315,644083,641880,640502,640500,640029,639196,634765,629280,625762,624809,623968,623598,621413,619381,615617,614313,615836,619477,622583,625068,625671,624845,625739,629211,635873,643140,649815,653771,654782,653698,655367,659569,665438,671786,675361,677215,676392,676077,678918,682368,687911,693640,698664,701283,701957,703498,706145,709570,712829,717761,719358,721485,718728,718580,718953,723382,728018,730048,733928,736173,740144,739607,743624,748173,756800,760850,764662,764556,766963,770643,772326,775693,780073,788409,792811,794317,796611,800350,803165,806000,810813,819252,828021,833766,836373,837156,839853,845034,849958,857669,865820,875506,877866,876669,872843,875195,877989,883495,887203,889432,889385,886239,886046,885802,890956,893713,900091,900231,903834,904283,906089,906148,907564,909287,907522,905805,903312,904859,903562,904921,904605,905907,907165,910408,914215,919142,925810,932735,939775,946310
Condominium and Co-operative Homes,29.460381,-98.49649,-10964579.111724762,3434373.7357942844,3434,78212,TX,San Antonio,San Antonio-New Braunfels,Bexar County,117097,116705,116776,117216,117722,118252,118707,119243,119472,119176,119492,119534,119883,119947,120348,120160,119968,119535,119214,118896,119132,119957,120150,120428,120510,121598,122210,122593,122756,123357,124075,124606,124794,125045,124843,125263,125295,125682,125638,125831,126304,126474,126401,126167,126216,126650,127466,127840,128098,127996,127921,128403,127837,127625,126904,127262,127803,128243,128281,128172,128333,128418,128481,128126,128396,128491,129323,129402,129273,128950,128618,128691,128903,128983,129315,129511,130079,130626,130835,131399,131607,132412,133626,134868,134814,134738,134546,134861,135031,135451,136509,137389,138027,137822,137168,136693,137529,138641,140253,141338,142239,141970,141150,140427,141066,141956,143320,144076,145404,146315,146523,146868,147607,149294,150136,150572,150332,150411,150233,150383,149908,150431,151361,152296,151996,151789,152668,154323,155830,156922,158003,158757,159581,159675,159519,159325,160330,161469,162508,162809,162767,163087,163804,165456,166333,167032,167265,167710,168116,168422,168747,167513,166413,165180,164684,163924,162908,162082,161670,161645,161202,160599,159483,161002,162687,164460,164566,164038,164369,164650,164997,165170,165329,165068,164959,164237,164127,163508,163413,162879,162334,161425,160856,159818,158952,158511,158344,158244,157331,156717,155621,155504,155390,155827,156106,155928,156096,156158,156649,156250,155835,155442,156206,157037,157146,157151,156710,157802,158576,159476,159800,161770,164153,166751,168321,169550,171258,172272,173579,174458,175694,176950,178140,177523,177242,176775,177158,177054,177919,180333,182929,183687,183378,182858,183168,185067,186189,187479,187261,188349,188714,188560,188469,190306,192950,195475,196645,195598,194238,192742,194111,195594,197192,197990,198159,197577,196899,196886,197785,199805,203443,207139,209700,209910,209450,209454,210235,210993,212274,213522,214881,215580,214870,214681,213927,215089,216116,217000,217481,218343,218967,218632,217620,217938,218332,217980,217276,216012,216581,217076,218307,218710,219117,220214,221702,222423,223534,225085,227463,230005,231453
Single-family Residences,29.460381,-98.49649,-10964579.111724762,3434373.7357942844,3434,78212,TX,San Antonio,San Antonio-New Braunfels,Bexar County,102856,102829,102914,103257,103835,104422,105001,105358,105376,105183,105175,105324,105561,105721,105995,105704,105043,104274,103494,103275,103676,104594,105206,105337,105376,105606,105852,106513,107173,108005,108938,109404,109439,109016,108672,108816,108839,109366,109739,110404,111264,111933,112364,112563,112960,113405,113931,114349,114857,115089,115126,114944,113914,113065,112215,112306,112545,113079,113447,113683,113887,113814,113782,113472,113920,114388,115097,115158,115052,114782,114486,114137,113780,113874,114230,114834,115429,115894,116152,116238,116046,115957,116343,117061,117529,117383,117305,117390,117388,117464,117656,118505,119435,120417,120946,121620,122943,124693,125992,127074,127865,128784,129647,130132,130992,131199,131709,131645,131751,131963,132490,133125,133821,134349,134586,134712,134961,135874,136822,137657,138071,138579,139311,139843,140349,140858,141952,143469,144858,145911,146474,147155,147974,148491,148580,148585,149087,149992,150432,150734,150327,150280,149954,150242,150353,150661,150781,150957,150917,150486,150253,149359,148840,148055,148074,147963,147537,146832,146315,145900,145073,144290,143314,142876,142620,142803,142826,142539,142198,142094,142001,142258,142768,143188,143594,143800,143802,143314,142511,141801,141027,140108,139183,137999,136785,135377,134743,134678,135253,135146,135163,134722,135020,135226,135914,136808,137949,139408,140054,140349,139734,140019,140361,141485,142427,143233,143755,144008,144430,144926,145649,146336,147442,148817,150130,151148,152018,153355,154643,155869,157047,157865,158575,158640,159854,161143,163495,164885,165941,167171,168538,169931,170841,172692,175467,179388,181000,182045,181467,183106,184892,186392,187634,189810,192696,194728,195425,195132,197096,199131,202413,204064,206769,209475,211700,212849,213277,214063,215238,217137,218371,220236,221810,223416,223320,223268,224723,226857,229289,231520,234118,236300,235831,234586,233230,234465,236078,237622,237813,239057,240557,242239,242799,243024,244316,245631,246932,246978,247605,248206,249281,249345,249286,249244,249945,251064,252787,254806,256972,258973,260787
One Bedroom,29.707273,-98.47969,-10962708.944279436,3465977.7399498085,3718,78260,TX,San Antonio,San Antonio-New Braunfels,Bexar County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219235,217227,216601,215859,214943,214585,214604,215335,215505,213992,211860,209560,207657,206412,203901,199512,196903,193994,191986,189598,189680,192411,195494,196960,197787,199972,204109,208914,211408,212458,211246,209849,206971,203156,200669,200631,201445,202564,203062,204849,205542,208260,211002,212062,209570,207622,205428,205439,204327,202406,198767,194691,192614,190286,188878,189473,191320,192966,192754,193550,194853,196769,197182,197194,197040,196723,196556,195298,194407,193026,193520,192759,192836,191664,193996,195485,196905,196899,196405,196258,197264,199073,198986,197408,195296,194618,192245,190521,188926,189736,189667,189967,188261,187156,186492,187715,189483,191443,193184,193840,193990,192434,192115,192099,193523,194655,196136,197192,198352,198129,199020,201333,204533,208964,211895,214040,214572,214962,217110,218771,218189,218439,218021,218091,216057,213872,213669,214311,216031,218483,218726,218742,218572,219997,221487,222372,223475,223549,224133,225309,227441,227573,226872,226789,229058,229051,228493,228104,231116,235874,239276,240494,241294,244222,249472,254813,258288,261035,264357,268140,272056,275532,277710,279636,280579,281065,280857,279851,279818,283077,287371,293516,293837,290003,287726,289775,294935,299302,303533,306245,310490,311327,313752,309630,311668,318113,326692,329484,329504,328633,330234,332725,334464,338686,338557,342643,339998,337407,331855,330288,329967,331015,330742,331185,331679,331674,334276,337177,343848,350009
Two Bedrooms,29.707273,-98.47969,-10962708.944279436,3465977.7399498085,3718,78260,TX,San Antonio,San Antonio-New Braunfels,Bexar County,126919,126997,126601,125902,125497,125713,126031,126413,126302,127195,127747,128495,129153,129324,130692,132142,134140,134792,135209,135585,137110,137754,139361,141023,142837,144626,144742,145294,144237,144535,145051,145423,145479,144739,143801,142346,140502,139721,139885,140405,141410,141887,142976,144718,145602,146504,146267,146618,148043,148958,149830,149638,148821,147745,145283,142774,142018,141297,141555,139700,138443,136819,136033,135768,136391,136989,137684,137298,135736,135295,134790,135250,134369,135275,135704,136410,135655,135426,135116,135694,135995,136074,135921,137134,137187,136117,134497,133289,132281,131176,131148,132547,133285,133488,133402,133530,135641,137688,139829,141346,143799,145625,146786,146113,147228,147638,148632,148236,148238,149131,150433,151795,152634,153939,154738,156171,157195,159603,160989,162442,162892,162350,161053,160141,159302,159989,161321,163153,164641,165973,168450,171524,174753,177607,181229,184019,187922,189230,190877,191817,192601,192190,191577,190901,190327,189661,189050,189313,188654,188753,188640,188417,188214,187840,187252,186628,185537,184861,183831,182976,182496,181841,180791,178953,177561,177156,177532,177527,177266,177057,176662,176238,175487,175304,175054,175432,175437,174692,173024,171809,172068,172070,172501,171827,171118,169426,168214,168277,168781,169958,170782,171478,171296,171296,171753,172765,173906,175208,176217,175766,174957,174143,174267,174294,174363,174591,174335,174221,174403,175732,177130,178161,178948,179355,179761,180056,180433,180844,181144,181463,181937,181584,181374,181106,181765,182747,183952,184652,185201,185902,186877,187699,187812,188169,188406,189818,190081,190321,189498,189891,190066,190156,190168,190785,191462,192113,192360,192170,192315,192184,192975,193660,195606,196924,197476,196610,196177,195872,196285,196558,197224,198066,198989,199298,198763,198747,199754,201691,203444,204878,205812,206900,207331,208351,208525,209534,209767,210834,211327,212379,213086,213626,214116,214448,215141,215305,215954,215759,216214,215632,215841,215460,215453,215848,216551,217499,218543,219820,221252,223250,225492
Three Bedrooms,29.707273,-98.47969,-10962708.944279436,3465977.7399498085,3718,78260,TX,San Antonio,San Antonio-New Braunfels,Bexar County,182622,182767,182435,182053,181568,181371,181624,182376,183384,184654,185601,186211,185951,185329,185676,186365,187078,186933,185970,184568,183082,181812,181269,181428,182879,184360,184717,184579,184315,184927,185951,187008,187901,188104,188010,187493,186511,186120,186842,188035,190308,192365,194448,195620,196370,196932,197457,198459,200350,202032,202828,202953,200814,198394,195367,193645,192753,192372,192493,192046,191320,190203,189487,189188,189972,190439,191416,192368,193023,193274,192994,193098,192884,193245,193498,193970,194277,194897,195378,195956,196855,198062,199211,200246,200895,200708,200402,199771,199637,199733,199943,200027,199312,199085,198797,199168,200569,203079,205507,207921,209810,211589,213079,213999,215726,216490,217966,218455,218879,219189,219677,220283,220443,220580,220778,221655,222497,223711,224476,225174,225620,225975,226936,227856,229151,230564,232713,234993,236962,238739,240125,242364,244579,246385,247082,247653,248984,250547,251220,251371,251275,251588,251923,251950,251347,250648,249895,249385,248454,247233,246372,244954,243718,242177,241347,240126,238709,237142,236078,235347,234364,233332,231794,230680,229787,229602,229694,229733,229914,230152,230312,230305,230463,230709,230946,231418,231521,230846,228922,227689,227246,227009,226705,226029,225437,224356,224090,223804,224396,224739,225635,225849,225870,226441,227654,229203,230672,232146,233140,233672,233377,233627,234713,236336,238145,238974,239514,239603,239923,241025,242538,244688,247073,249116,250109,250565,251174,252294,253292,254359,255845,256899,257559,257521,257809,258724,260256,261783,262458,263747,264819,266088,266137,266859,268049,269777,270741,271510,271837,272815,273740,273804,274300,275581,277782,278947,279178,279578,280430,281085,281833,283074,285462,287804,288964,288991,288813,289452,290861,292071,293396,294476,295953,295941,295224,294620,295828,297577,299485,300888,301776,302281,302179,302544,302340,303698,305047,307208,307624,308427,308804,309421,309448,309668,310114,310722,311704,312055,312690,312609,313591,314273,315375,316587,318562,320807,323344,325812,328436,331358,334500
Four Bedrooms,29.707273,-98.47969,-10962708.944279436,3465977.7399498085,3718,78260,TX,San Antonio,San Antonio-New Braunfels,Bexar County,231037,231165,231225,231105,230808,230301,230332,230507,230649,230900,231423,232120,232706,232875,233649,234543,235307,235617,235269,235241,235192,234986,234369,234140,234642,235249,234180,232682,231985,232994,233845,234078,234563,235328,235968,235838,234728,234557,235527,237754,240006,241300,243143,244633,246086,246977,248719,250146,252037,252687,254098,254977,254651,254444,253133,252500,250956,250112,249025,248430,248237,248616,248269,247515,247232,246581,246837,247032,247868,247841,247488,247351,247080,246949,247024,247498,248008,248490,248553,249127,249966,251731,253346,254372,254377,253541,252982,252582,252785,253360,254085,254661,254269,254424,254697,256174,259104,263107,266625,269580,271852,273930,276070,277623,280426,281556,283086,283842,284807,285865,286564,287281,287486,288142,288781,289694,290180,291229,292204,292692,292957,293415,294979,296721,298636,300514,302602,305232,307861,310889,313634,316741,319363,320771,321126,321483,323266,325037,326589,327716,328371,328524,327914,327738,326579,325749,324694,324115,322535,320809,318907,316334,313525,311134,310086,308776,307656,306060,304696,303236,302140,300761,299301,297908,297585,297415,297317,296702,296590,296984,297586,298035,298071,298619,298984,299853,299938,299282,297274,296013,295069,294330,293393,292473,291703,290384,289893,289655,290084,290599,291693,292165,292632,293437,295265,297074,299138,300712,301708,301864,301580,302018,303352,305296,307152,308054,308415,308668,308738,309970,311568,314180,316764,318866,319870,320398,321134,322538,323897,325012,326859,328062,329216,329098,329407,329953,331440,332906,333871,335347,336484,337849,337791,338687,339935,341958,343294,344682,345451,346584,347417,347438,348030,349531,352084,353439,353521,353928,354695,355340,355919,357269,359824,362208,362873,362442,361588,361893,363093,364307,365720,366687,368013,367626,366834,366117,367920,369919,372227,373570,374650,375189,375084,375412,375314,376752,377831,380030,380404,381239,381466,381840,381936,381702,381704,381946,383020,383572,384303,383977,384645,385180,386257,387698,389540,392103,394975,397797,400388,403281,406622
Five Bedrooms And More,29.707273,-98.47969,-10962708.944279436,3465977.7399498085,3718,78260,TX,San Antonio,San Antonio-New Braunfels,Bexar County,259211,258812,258125,256459,254862,253861,253751,254283,254580,254924,255276,256339,257782,259049,260148,261664,262557,263159,262643,262559,262727,263547,263995,263722,262117,260174,258779,258441,259604,260662,262317,262153,262530,261871,262623,263729,266619,270277,274147,277476,280857,283493,285401,287293,289274,292126,294080,295194,296081,296838,297657,297983,295796,294940,293769,295178,295393,295372,295363,295529,295665,295787,295755,295533,295637,295360,296164,296225,297009,296795,296595,296917,297469,297957,298417,299292,301159,302745,303890,304670,305588,307694,310242,311990,312547,312172,312348,312914,314138,315487,317292,319278,320549,321342,321108,322133,325390,330356,334535,337677,339256,341337,342366,343619,345352,346948,349568,351671,352940,353645,354233,355591,357172,358514,359944,361293,363426,366178,368352,369261,370571,372323,375580,378472,381566,384606,387983,391221,393712,395931,398371,401795,404770,406805,407526,408319,410066,412119,414423,416952,418860,420300,420655,421269,419554,417860,415901,414778,413300,411231,409312,405959,402705,399850,398444,397159,396471,394909,393220,391122,389164,387173,384597,382523,381424,380821,380546,379139,379150,380069,381399,381966,381696,382251,382759,383856,383998,382903,380092,378388,376675,375247,373631,372832,372508,371315,371040,370300,370431,370484,371814,372452,372696,373602,375757,377988,380454,381998,382882,383721,384154,385994,387941,390673,393637,395108,395767,395552,395422,397126,399363,402363,405095,407203,408360,408884,409215,410065,410853,411978,413795,414801,415563,415367,415538,415742,416582,417683,418546,420428,421863,423364,422917,423562,424837,427047,428802,430459,431622,432694,433751,433627,434421,436328,439667,441439,441292,440807,440630,440459,440935,442515,445289,447873,448680,448131,447206,447510,448850,450447,452416,454258,456105,456014,455145,454549,456218,458035,459880,460881,461920,462421,462109,462003,461433,462556,463456,465697,465849,466296,465966,466066,466184,465916,466117,466397,468016,468758,469821,469204,470128,471226,473123,475128,477182,479998,483029,486220,488905,492170,495815
Condominium and Co-operative Homes,29.707273,-98.47969,-10962708.944279436,3465977.7399498085,3718,78260,TX,San Antonio,San Antonio-New Braunfels,Bexar County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186149,186788,187345,187937,188265,188544,189551,190155,190487,190174,190233,190519,190699,190106,189485,189352,190096,190167,189154,187438,186067,185625,185313,184374,182722,182007,180365,179279,176959,176300,175387,175733,175820,175408,173734,172398,172545,172221,173066,172795,172911,171259,170144,170317,170824,171768,172942,174072,174460,174417,175016,176052,177693,179586,181040,180205,178695,177679,177691,178134,178020,178742,178241,178207,177624,178189,178996,180743,182560,183679,183839,183698,184328,184969,185953,186268,187087,187265,187914,187379,187189,186978,188054,189056,189768,190473,191195,192032,192074,192311,192550,193797,194819,195881,196087,196417,196356,196118,196096,197049,198430,199488,199644,199728,199917,200146,200592,201526,203448,204925,205643,205262,204941,205020,205700,206694,207508,208240,208936,208975,208292,207976,208593,209876,210980,211701,212283,212533,212790,213347,213673,214378,214657,215595,216362,217245,218121,218688,219524,220230,220738,220716,221180,221393,222252,221944,222116,222008,222038,222503,222823,223435,224300,225512,226535,227782,228979
Single-family Residences,29.707273,-98.47969,-10962708.944279436,3465977.7399498085,3718,78260,TX,San Antonio,San Antonio-New Braunfels,Bexar County,216207,216384,216241,216044,215756,215480,215659,216119,216875,217947,218895,219598,219572,219176,219598,220332,220946,221110,220418,219721,218662,217574,216945,216973,218340,219610,219626,219053,218733,219343,220357,221077,221937,222428,222510,222153,221008,220894,221745,223338,225591,227377,229391,230727,231824,232475,233298,234259,236007,237010,238015,238605,237217,235677,233039,231479,229933,229155,228792,228277,227756,227212,226469,225712,225898,225867,226521,227218,228032,228399,228128,228100,227753,227939,228206,228647,229017,229401,229871,230527,231405,232612,233936,235163,235730,235320,234903,234633,234809,235368,235779,236123,235656,235751,235857,236878,239234,242701,245878,248678,250953,253056,255113,256490,258955,260098,261747,262169,262744,263323,264001,264665,264809,265236,265591,266487,267128,268314,269242,270057,270535,271099,272420,273832,275600,277337,279643,282193,284575,287161,289399,292301,294806,296482,297061,297692,299434,301342,302748,303799,304428,304727,304649,304630,303940,303266,302390,301792,300382,298779,297212,295031,292789,290708,289648,288251,286840,285143,283869,282698,281701,280406,278893,277579,277090,277002,277072,276829,276874,277289,277775,278191,278369,278889,279200,279839,279837,279055,277032,275741,275055,274521,273799,272839,272047,270763,270330,270073,270522,271013,272022,272412,272751,273534,275199,276878,278644,280238,281296,281730,281498,281920,283168,284977,286761,287579,288004,288280,288597,289766,291366,293715,296254,298347,299410,299958,300628,301952,303156,304286,305946,307087,308037,308045,308408,309066,310549,312003,312847,314208,315358,316721,316753,317645,318963,320914,322160,323410,324116,325294,326315,326489,327046,328407,330788,332089,332137,332395,333065,333651,334261,335542,337989,340288,341121,340883,340349,340802,342156,343513,344998,346026,347381,347122,346332,345650,347300,349262,351469,352783,353764,354265,354124,354486,354317,355710,356833,359000,359385,360240,360524,361082,361193,361194,361419,361881,362970,363426,364117,363870,364633,365187,366268,367619,369544,372007,374807,377532,380245,383320,386789
One Bedroom,29.422583,-98.56584,-10972299.118411276,3429542.1175306756,3852,78237,TX,San Antonio,San Antonio-New Braunfels,Bexar County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49003,49417,50228,51816,53520,54794,55432,55849,55791,55586,55144,54749,54430,54676,54822,54853,54314,54264,54850,55300,55733,55926,56551,57479,58402,58293,57184,55482,54418,53646,53061,53043,53805,55220,55894,55443,54226,53874,54585,55594,56297,56420,56559,56472,56442,55847,55990,56749,58552,60324,62186,64215,66454,68840,71412,73576,75098,76583,77553,78462,79967,81066,81705,81337,81131,81683,82050,82905,83132,83386,83657,84381,84213,84241,84476,85477,86453,87043,87795,88562,90275,92273
